procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  1  34228 4461904 936188 62576016    0    0     3     5    0    0  0  0 100  0
 0  0  34228 4461920 936188 62575760    0    0     0    70  340  919  0  0 100  0
 0  0  34228 4461968 936188 62575760    0    0     0     0  343  951  0  0 100  0
 0  0  34228 4461968 936188 62575760    0    0     0     0  319  873  0  0 100  0
 1  0  34228 4462092 936188 62575772    0    0     0     8  315  901  0  0 100  0
 0  0  34228 4462092 936188 62575772    0    0     0     0  318  836  0  0 100  0
 0  0  34228 4462092 936188 62575772    0    0     0     4  308  868  0  0 100  0
 0  0  34228 4462176 936188 62575772    0    0     0    18  362  868  0  0 100  0
 1  0  34228 4461988 936188 62575772    0    0     0    82  364  911  0  0 100  0
 0  0  34228 4462052 936188 62575772    0    0     4     0  353  837  0  0 100  0
 0  0  34228 4462052 936188 62575784    0    0     0    24  318  885  0  0 100  0
 2  0  34228 4462052 936188 62575784    0    0     0    34  329  865  0  0 100  0
 0  0  34228 4462052 936188 62575784    0    0     0     0  328  843  0  0 100  0
 0  0  34228 4462232 936188 62575788    0    0     0    10  383  953  0  0 100  0
 0  0  34228 4462356 936188 62575788    0    0     0     0  304  777  0  0 100  0
 0  0  34228 4462328 936188 62575788    0    0     0     0  341  924  0  0 100  0
 0  0  34228 4462360 936188 62575788    0    0     0    14  321  797  0  0 100  0
 0  0  34228 4462360 936188 62575788    0    0     0     0  332  926  0  0 100  0
 0  0  34228 4461584 936188 62575788    0    0     0     0  331  902  0  0 100  0
 0  0  34228 4461616 936188 62575800    0    0     0    12  331  889  0  0 100  0
 0  0  34228 4461616 936188 62575800    0    0     4     0  341  928  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  34228 4461616 936188 62575808    0    0     4    14  323  846  0  0 100  0
 0  0  34228 4461740 936188 62575820    0    0     0    38  329  927  0  0 100  0
 0  0  34228 4461864 936188 62575820    0    0     0     0  308  841  0  0 100  0
 0  0  34228 4460856 936188 62575824    0    0     0     0  351  964  0  0 100  0
 1  0  34228 4460776 936188 62575824    0    0     0    24  328  855  0  0 100  0
 0  0  34228 4460852 936188 62575824    0    0     0    66  334  866  0  0 100  0
 0  0  34228 4460852 936188 62575824    0    0     0     0  344  881  0  0 100  0
 0  0  34228 4461892 936188 62575828    0    0     0    38  332  947  0  0 100  0
 1  0  34228 4461996 936188 62575828    0    0     0     0  349  920  0  0 100  0
 0  0  34228 4462064 936188 62575828    0    0     0     0  312  819  0  0 100  0
 0  0  34228 4462156 936188 62575828    0    0     0    26  348  939  0  0 100  0
 0  0  34228 4462156 936188 62575828    0    0     0     0  305  847  0  0 100  0
 1  0  34228 4462156 936188 62575832    0    0     0     2  332  920  0  0 100  0
 0  0  34228 4462124 936188 62575832    0    0     4     8  306  807  0  0 100  0
 0  0  34228 4462156 936188 62575844    0    0     0     6  328  882  0  0 100  0
 0  0  34228 4462156 936188 62575844    0    0     0     0  315  851  0  0 100  0
 1  0  34228 4462156 936188 62575844    0    0     0    18  324  859  0  0 100  0
 1  0  34228 4462156 936188 62575844    0    0     4     6  343  908  0  0 100  0
 0  0  34228 4462224 936188 62575852    0    0     0     0  332  815  0  0 100  0
 0  0  34228 4462312 936188 62575856    0    0     0    34  342  876  0  0 100  0
 1  0  34228 4462280 936188 62575856    0    0     0     0  302  790  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  34228 4462312 936188 62575856    0    0     0     0  343  943  0  0 100  0
 0  0  34228 4462312 936188 62575856    0    0     0    54  342  849  0  0 100  0
 0  0  34228 4462280 936188 62575856    0    0     0     0  310  848  0  0 100  0
 1  0  34228 4462312 936188 62575860    0    0     0    30  341  896  0  0 100  0
 0  0  34228 4462324 936188 62575864    0    0     0    10  292  773  0  0 100  0
 0  0  34228 4462384 936188 62575864    0    0     0     0  345  943  0  0 100  0
 0  0  34228 4462448 936188 62575864    0    0     0    10  317  822  0  0 100  0
 1  0  34228 4462452 936188 62575864    0    0     0     0  317  873  0  0 100  0
 0  0  34228 4462452 936188 62575864    0    0     0     4  311  807  0  0 100  0
 0  0  34228 4462456 936188 62575868    0    0     0    12  331  906  0  0 100  0
 0  0  34228 4462456 936188 62575868    0    0     0     0  317  922  0  0 100  0
 1  0  34228 4462464 936188 62575872    0    0     0     0  307  823  0  0 100  0
 0  0  34228 4460920 936188 62575872    0    0     0    12  363  992  0  0 100  0
 0  0  34228 4460956 936188 62575872    0    0     0     0  318  855  0  0 100  0
 0  0  34228 4460600 936188 62575888    0    0     0     0  333  900  0  0 100  0
 1  0  34228 4460476 936188 62575888    0    0     0    40  332  893  0  0 100  0
 0  0  34228 4461560 936188 62575888    0    0     0    48  321  921  0  0 100  0
 0  0  34228 4461640 936188 62575884    0    0     0     0  304  794  0  0 100  0
 0  0  34228 4461616 936188 62575884    0    0     0    36  358  936  0  0 100  0
 1  0  34228 4461832 936188 62575884    0    0     0     0  336  887  0  0 100  0
 0  0  34228 4461840 936188 62575884    0    0     0     0  327  889  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  34228 4461840 936188 62575884    0    0     0    48  349  926  0  0 100  0
 0  0  34228 4461840 936188 62575896    0    0     0     0  288  772  0  0 100  0
 1  0  34228 4461840 936188 62575896    0    0     0     0  331  916  0  0 100  0
 0  0  34228 4461840 936188 62575896    0    0     0    12  310  829  0  0 100  0
 0  0  34228 4461808 936188 62575896    0    0     0     0  343  931  0  0 100  0
 0  0  34228 4461716 936188 62575900    0    0     0     6  331  907  0  0 100  0
 0  0  34228 4461724 936188 62575900    0    0     0    16  379  872  0  0 100  0
 0  0  34228 4461700 936188 62575900    0    0     0     4  331  870  0  0 100  0
 0  0  34228 4461608 936188 62575900    0    0     0     0  297  785  0  0 100  0
 0  0  34228 4461696 936188 62575900    0    0     0     8  369 1022  0  0 100  0
 0  0  34228 4461736 936188 62575904    0    0     0     6  335  839  0  0 100  0
 0  0  34228 4461704 936188 62575904    0    0     0     0  414  962  0  0 100  0
 0  0  34228 4461736 936188 62575904    0    0     0    54  363  955  0  0 100  0
 0  0  34228 4461704 936188 62575904    0    0     0     0  291  773  0  0 100  0
 0  0  34228 4461704 936188 62575904    0    0     0     0  377  957  0  0 100  0
 0  0  34228 4461708 936188 62575904    0    0     0    16  306  833  0  0 100  0
 0  0  34228 4461800 936188 62575904    0    0     0     0  317  870  0  0 100  0
 0  0  34228 4461864 936188 62575904    0    0     0    34  293  782  0  0 100  0
 0  0  34228 4461832 936188 62575904    0    0     0    18  323  894  0  0 100  0
 1  0  34228 4461864 936188 62575908    0    0     8     0  312  847  0  0 100  0
 0  0  34228 4461988 936188 62575924    0    0     0     0  332  923  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  34228 4459616 936188 62576248    0    0     0 19050  520 1020  1  0 99  0
 0  0  34228 4460336 936188 62575928    0    0     0     2  341  933  0  0 100  0
 1  0  34228 4460212 936188 62575932    0    0     0     0  310  843  0  0 100  0
 0  0  34228 4460216 936188 62575932    0    0     0    42  386  923  0  0 100  0
 0  0  34228 4461044 936188 62575932    0    0     4     2  345  953  0  0 100  0
 0  0  34228 4461252 936188 62575936    0    0     0     0  314  820  0  0 100  0
 0  0  34228 4461160 936188 62575948    0    0     4    42  321  884  0  0 100  0
 0  0  34228 4461384 936188 62575960    0    0     0     0  331  837  0  0 100  0
 0  0  34228 4461416 936188 62575960    0    0     0     0  323  892  0  0 100  0
 0  0  34228 4461416 936188 62575976    0    0     4    14  339  933  0  0 100  0
 1  0  34228 4461416 936188 62575976    0    0     0     0  280  775  0  0 100  0
 0  0  34228 4461416 936188 62575976    0    0     0    86  336  908  0  0 100  0
 0  0  34228 4461416 936188 62575976    0    0     0     0  293  785  0  0 100  0
 0  0  34228 4461384 936188 62575976    0    0     0     0  354  934  0  0 100  0
 1  0  34228 4461416 936188 62575976    0    0     0    36  310  826  0  0 100  0
 0  0  34228 4461416 936188 62575976    0    0     0     0  342  892  0  0 100  0
 0  0  34228 4461384 936188 62575980    0    0     0    32  299  789  0  0 100  0
 0  0  34228 4461508 936188 62575980    0    0     0     0  311  854  0  0 100  0
 1  0  34228 4461788 936188 62575980    0    0     0     0  344  937  0  0 100  0
 0  0  34228 4461792 936188 62575980    0    0     0    14  320  868  0  0 100  0
 0  0  34228 4461896 936188 62575980    0    0     0     0  328  872  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  34228 4461896 936188 62575988    0    0     0    10  345  878  0  0 100  0
 1  0  34228 4461896 936188 62575988    0    0     0    14  315  873  0  0 100  0
 0  0  34228 4461896 936188 62575988    0    0     4     0  328  886  0  0 100  0
 0  0  34228 4461896 936188 62575996    0    0     0     0  315  892  0  0 100  0
 0  0  34228 4462024 936188 62576000    0    0     0    14  344  930  0  0 100  0
 1  0  34228 4462024 936188 62576000    0    0     0    34  319  830  0  0 100  0
 0  0  34228 4462148 936188 62576000    0    0     0     0  341  912  0  0 100  0
 0  0  34228 4462148 936188 62576000    0    0     0     8  330  899  0  0 100  0
 0  0  34228 4461948 936188 62576008    0    0     0     4  341  905  0  0 100  0
 1  0  34228 4459840 936188 62576008    0    0     0     0  383  962  0  0 100  0
 0  0  34228 4459500 936188 62576008    0    0     0    62  339  930  0  0 100  0
 0  0  34228 4459280 936188 62576012    0    0     0     0  315  789  0  0 100  0
 0  0  34228 4459300 936188 62576012    0    0     0     0  362  979  0  0 100  0
 1  0  34228 4459564 936188 62576012    0    0     0    10  360 1026  0  0 100  0
 0  0  34228 4459564 936188 62576012    0    0     0     2  502  975  1  0 99  0
 0  0  34228 4459828 936188 62576044    0    0    16    14  364  974  0  0 100  0
 0  0  34228 4459804 936188 62576044    0    0     0    48  338  864  0  0 100  0
 1  0  34228 4453072 936188 62578748    0    0     0     0 34847 3605  2  1 97  0
 0  0  34228 4452896 936188 62579200    0    0     0  1708  984 2774  0  1 98  0
 0  0  34228 4453544 936188 62579404    0    0     4    88  314  889  0  0 100  0
 0  0  34228 4453564 936188 62579288    0    0     0     0  304  835  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  34228 4453936 936188 62579288    0    0     0     0  288  779  0  0 100  0
 0  0  34228 4454188 936188 62579288    0    0     4     6  358  957  0  0 100  0
 0  0  34228 4454436 936188 62579296    0    0     0     0  292  804  0  0 100  0
 0  0  34228 4454932 936188 62579296    0    0     4     0  343  916  0  0 100  0
 1  0  34228 4455304 936188 62579312    0    0     4    18  304  796  0  0 100  0
 0  0  34228 4456020 936188 62579320    0    0     0     0  305  826  0  0 100  0
