procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  34228 3203628 936684 65632996    0    0     3     5    0    0  0  0 100  0
 0  0  34228 3203940 936684 65632948    0    0     0     0  344  924  0  0 100  0
 0  0  34228 3204096 936684 65632952    0    0     0     2  370  886  0  0 100  0
 0  0  34228 3204200 936684 65632952    0    0     4    42  360  850  0  0 100  0
 0  0  34228 3203188 936684 65632560    0    0     0 19040  471 1046  1  0 99  0
 0  0  34228 3203312 936684 65632560    0    0     0    78  362  824  0  0 100  0
 0  0  34228 3203416 936684 65632696    0    0     0     0  311  882  0  0 100  0
 0  0  34228 3203276 936684 65632964    0    0     0    52  301  799  0  0 100  0
 0  0  34228 3203276 936684 65632964    0    0     0     0  313  854  0  0 100  0
 0  0  34228 3201848 936684 65632968    0    0     0     0  351  949  0  0 100  0
 0  0  34228 3191028 936684 65635948    0    0     0    38 22933 2786  2  1 97  0
 0  0  34228 3190908 936684 65636184    0    0     0     0  334  963  0  0 100  0
 0  0  34228 3191588 936684 65636188    0    0     0  1784  343  817  0  0 100  0
 0  0  34228 3192608 936684 65636184    0    0     0     0  330  954  0  0 100  0
 0  0  34228 3193176 936684 65636184    0    0     0     0  349  903  0  0 100  0
 0  0  34228 3193608 936684 65636184    0    0     0    62  316  844  0  0 100  0
 0  0  34228 3194120 936684 65636184    0    0     0     0  307  836  0  0 100  0
 0  0  34228 3194048 936684 65636184    0    0     0     0  399  991  0  0 100  0
 0  0  34228 3194792 936684 65636188    0    0     0    12  315  825  0  0 100  0
 0  0  34228 3195288 936684 65636188    0    0     0     0  373  914  0  0 100  0
 0  0  34228 3195424 936684 65636188    0    0     0     0  339  849  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  34228 3195936 936684 65636188    0    0     0    12  336  919  0  0 100  0
 0  0  34228 3195656 936684 65636192    0    0     0     0  305  857  0  0 100  0
 0  0  34228 3195972 936684 65636192    0    0     0     0  306  818  0  0 100  0
 0  0  34228 3196312 936684 65636192    0    0     0     8  323  868  0  0 100  0
 0  0  34228 3195272 936688 65635164    0    0     0  2926  532 1565  1  0 99  0
 0  0  34228 3195516 936688 65635144    0    0     0     0  330  904  0  0 100  0
 0  0  34228 3195936 936688 65635148    0    0     0     4  316  895  0  0 100  0
 0  0  34228 3196216 936688 65635152    0    0     0   134  283  781  0  0 100  0
 0  0  34228 3196216 936688 65635152    0    0     0     0  315  877  0  0 100  0
 0  0  34228 3196400 936688 65635164    0    0     0    44  310  788  0  0 100  0
 0  0  34228 3196524 936688 65635180    0    0    16    10  332  905  0  0 100  0
 1  0  34228 3196648 936688 65635196    0    0     0   206  340  866  0  0 100  0
 0  0  34228 3196648 936688 65635204    0    0     0     0  311  820  0  0 100  0
 0  0  34228 3197112 936688 65635204    0    0     0    22  316  905  0  0 100  0
 0  0  34228 3197640 936688 65635204    0    0     0     0  329  849  0  0 100  0
 1  0  34228 3197640 936688 65635204    0    0     0     0  319  882  0  0 100  0
 0  0  34228 3197796 936688 65635208    0    0     0    12  335  884  0  0 100  0
 0  0  34228 3197856 936688 65635208    0    0     0     0  323  786  0  0 100  0
 0  0  34228 3196836 936688 65635208    0    0     0     0  366 1001  0  0 100  0
 1  0  34228 3196800 936688 65635212    0    0     0    36  327  919  0  0 100  0
 0  0  34228 3197088 936688 65635212    0    0     0     0  347  951  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  34228 3197284 936688 65635216    0    0     0    64  346  908  0  0 100  0
 0  0  34228 3197728 936688 65635216    0    0     0     0  316  819  0  0 100  0
 0  0  34228 3198340 936688 65635212    0    0     0     0  305  914  0  0 100  0
 0  0  34228 3198376 936688 65635212    0    0     0    34  323  881  0  0 100  0
 0  0  34228 3198320 936688 65635216    0    0     0     0  287  769  0  0 100  0
 0  0  34228 3198536 936688 65635220    0    0     0    46  322  886  0  0 100  0
 1  0  34228 3198504 936688 65635228    0    0     4     0  299  787  0  0 100  0
 0  0  34228 3198784 936688 65635228    0    0     0     0  331  884  0  0 100  0
 0  0  34228 3199032 936688 65635228    0    0     0    68  321  899  0  0 100  0
 0  0  34228 3199032 936688 65635228    0    0     0     0  299  812  0  0 100  0
 1  0  34228 3198220 936688 65635232    0    0     0    10  321  848  0  0 100  0
 0  0  34228 3198516 936688 65635232    0    0     0    14  326  826  0  0 100  0
 0  0  34228 3198920 936688 65635232    0    0     0     0  374  922  0  0 100  0
 0  0  34228 3198900 936688 65635232    0    0     0     4  339  839  0  0 100  0
 1  0  34228 3199272 936688 65635232    0    0     0    12  357  895  0  0 100  0
 0  0  34228 3199272 936688 65635248    0    0     4     4  368  979  0  0 100  0
 0  0  34228 3199460 936688 65635256    0    0     0     0  289  802  0  0 100  0
 0  0  34228 3199592 936688 65635256    0    0    18    28  325  895  0  0 100  0
 1  0  34228 3199780 936688 65635292    0    0     0     0  346  907  0  0 100  0
 0  0  34228 3200028 936688 65635292    0    0     0     0  320  858  0  0 100  0
 0  0  34228 3200184 936688 65635296    0    0     0    24  321  899  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  34228 3200308 936688 65635296    0    0     0     0  312  839  0  0 100  0
 1  0  34228 3200432 936688 65635308    0    0     4     0  321  891  0  0 100  0
 0  0  34228 3200556 936688 65635308    0    0     0    40  332  928  0  0 100  0
 0  0  34228 3200524 936688 65635308    0    0     0     0  288  792  0  0 100  0
 0  0  34228 3200632 936688 65635312    0    0     0    38  337  927  0  0 100  0
 1  0  34228 3200600 936688 65635312    0    0     0    12  309  771  0  0 100  0
 0  0  34228 3200648 936688 65635312    0    0     0     0  421  961  0  0 100  0
 0  0  34228 3199544 936688 65635312    0    0     0     0  332  944  0  0 100  0
 0  0  34228 3198984 936688 65635320    0    0     0    26  319  863  0  0 100  0
 1  0  34228 3199024 936688 65635328    0    0     0    18  334  904  0  0 100  0
 0  0  34228 3199252 936688 65635328    0    0     0     0  313  832  0  0 100  0
 0  0  34228 3199724 936688 65635324    0    0     0    24  321  935  0  0 100  0
 0  0  34228 3199888 936688 65635324    0    0     0     6  328  899  0  0 100  0
 2  0  34228 3199856 936688 65635324    0    0    16    30  298  823  0  0 100  0
 0  0  34228 3199980 936688 65635364    0    0     0     0  355  950  0  0 100  0
 0  0  34228 3200104 936688 65635364    0    0     0     0  329  866  0  0 100  0
 0  0  34228 3200104 936688 65635364    0    0     0    10  321  857  0  0 100  0
 1  0  34228 3200228 936688 65635364    0    0     0    16  307  857  0  0 100  0
 0  0  34228 3200196 936688 65635364    0    0     0     0  322  862  0  0 100  0
 2  0  34228 3200204 936688 65635364    0    0     0    32  328  882  0  0 100  0
 0  0  34228 3200360 936688 65635368    0    0     0     0  330  884  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  34228 3200236 936688 65635368    0    0     0     0  308  788  0  0 100  0
 0  0  34228 3200296 936688 65635368    0    0     0    68  322  877  0  0 100  0
 0  0  34228 3200296 936688 65635368    0    0     0     0  294  803  0  0 100  0
 0  0  34228 3200148 936688 65635376    0    0     0     0  345  947  0  0 100  0
 1  0  34228 3200272 936688 65635380    0    0     0    26  291  796  0  0 100  0
 0  0  34228 3200336 936688 65635380    0    0     0     0  317  898  0  0 100  0
 0  0  34228 3200304 936688 65635380    0    0     0     0  374  913  0  0 100  0
 0  0  34228 3200304 936688 65635384    0    0     0     6  308  813  0  0 100  0
 1  0  34228 3200272 936688 65635392    0    0     0    18  308  857  0  0 100  0
 0  0  34228 3200396 936688 65635392    0    0     0     0  337  920  0  0 100  0
 0  0  34228 3200396 936688 65635392    0    0    16    20  300  826  0  0 100  0
 0  0  34228 3200312 936688 65635424    0    0     0     0  322  891  0  0 100  0
 1  0  34228 3200436 936688 65635424    0    0     0     0  301  824  0  0 100  0
 0  0  34228 3200436 936688 65635428    0    0     0    26  324  891  0  0 100  0
 0  0  34228 3200436 936688 65635428    0    0     0     0  318  877  0  0 100  0
 0  0  34228 3200436 936688 65635428    0    0     0     0  324  821  0  0 100  0
 0  0  34228 3198976 936688 65635432    0    0     0    96  368  961  0  0 100  0
 0  0  34228 3198812 936688 65635432    0    0     0     0  320  842  0  0 100  0
 0  0  34228 3198816 936688 65635436    0    0     0    26  320  907  0  0 100  0
 1  0  34228 3198916 936688 65635436    0    0     0     0  775 1385  0  3 97  0
 0  0  34228 3199488 936688 65635436    0    0     0     0  771 1595  0  3 97  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
