procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1646492 33027852 340456 63267604    6    5     6    11    0    0  8  3 89  0
 0  0 1646492 33030912 340456 63267648    0    0     0     0 4095 9144  1  1 98  0
 1  0 1646492 33031412 340456 63267660    0    0     0   250 3694 8109  1  1 99  0
 3  0 1646492 33030472 340456 63267692    0    0     0     0 3988 9092  1  1 98  0
 1  0 1646492 33031440 340456 63267740    0    0     0    48 3943 8951  1  1 98  0
 2  0 1646492 32999272 340456 63267764    0    0     0     0 3942 9309  1  1 98  0
 0  0 1646492 33029508 340456 63267816    0    0     0     0 4148 9468  1  1 98  0
 0  0 1646492 33028636 340456 63267896    0    0     0    94 3921 8513  2  1 98  0
 3  0 1646492 33028264 340456 63267968    0    0     0     0 4982 11623  2  1 96  0
 0  0 1646492 33029848 340456 63268048    0    0     0    76 4345 9940  1  1 98  0
 0  0 1646492 33032576 340456 63268088    0    0     0    58 35275 9252  2  1 98  0
 0  0 1646492 33033380 340456 63268132    0    0     0   662 4229 9411  2  1 98  0
 1  0 1646492 33034096 340456 63268180    0    0     0    76 3869 8687  1  1 98  0
 1  0 1646492 33033452 340456 63268224    0    0     0     0 4115 9074  1  1 98  0
 0  0 1646492 33032940 340456 63268256    0    0     0   438 4006 8910  1  1 98  0
 1  0 1646492 33031532 340456 63268308    0    0     0    94 4177 8922  2  1 98  0
 1  0 1646492 33027428 340456 63268436    0    0     0    30 21130 11555  4  1 95  0
 0  0 1646492 33029008 340456 63268464    0    0     0    60 3764 8259  1  1 98  0
 0  0 1646492 33030144 340456 63268496    0    0     0     0 3802 8294  1  1 98  0
 1  0 1646492 32997856 340456 63268536    0    0     0     6 3960 9163  1  1 98  0
 1  0 1646492 33030884 340456 63268580    0    0     0    48 3742 8266  1  1 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 1646492 33028924 340456 63268620    0    0     0    10 4212 9794  1  1 98  0
 0  0 1646492 33031860 340456 63268700    0    0     0    56 3982 9066  1  1 98  0
 2  0 1646492 33031404 340456 63268728    0    0     0     0 3947 8653  1  1 98  0
 1  0 1646492 33030936 340456 63268824    0    0     0    28 4256 9896  1  1 98  0
 0  0 1646492 33030656 340456 63268860    0    0     0    78 3934 8479  1  1 98  0
 2  0 1646492 33029204 340456 63268924    0    0     0    56 4630 10229  2  1 97  0
