procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25456 1583320 157056 2945288    0    0     0     0  337  709  0  0 100  0
 0  0  25456 1583072 157056 2945288    0    0     0    26  307  602  1  0 99  0
 0  0  25456 1582916 157056 2945288    0    0     0     0  356  733  0  0 99  0
 1  0  25456 1582916 157056 2945292    0    0     0     6  399  757  1  0 99  0
 0  0  25456 1582700 157056 2945296    0    0     0    18  638  942  5  3 93  0
 0  0  25456 1583012 157056 2945296    0    0     0     0  358  738  1  0 99  0
 0  0  25456 1582948 157056 2945300    0    0     0     0  348  678  1  0 99  0
 0  0  25456 1582824 157056 2945300    0    0     0     8  350  689  1  0 99  0
 0  0  25456 1582792 157056 2945300    0    0     0     8  335  708  1  0 99  0
 0  0  25456 1582544 157056 2945300    0    0     0     0  331  692  1  0 99  0
 0  0  25456 1582452 157056 2945300    0    0     0    10  395  759  1  0 99  0
 0  0  25456 1582172 157056 2945304    0    0     0     0  426  752  1  0 99  0
 0  0  25456 1582784 157056 2945308    0    0     0     0  494  863  1  0 99  0
 0  0  25456 1582784 157056 2945308    0    0     0    56  387  758  1  0 99  0
 0  0  25456 1582692 157056 2945308    0    0     0     0  369  732  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0  25456 1582544 157056 2945308    0    0     0     0  345  698  0  0 100  0
 0  0  25456 1582296 157056 2945308    0    0     0    12  321  619  1  0 99  0
 0  0  25456 1580552 157056 2945312    0    0     0     0  400  818  1  1 99  0
 1  0  25456 1581156 157056 2945316    0    0     0    38  384  767  1  0 99  0
 0  0  25456 1581124 157056 2945316    0    0     0     0  461  864  4  3 93  0
 0  0  25456 1581032 157056 2945316    0    0     0     0  383  750  1  0 99  0
 0  0  25456 1581892 157056 2945316    0    0     0     6  343  693  1  0 99  0
 0  0  25456 1581768 157056 2945312    0    0     0     0  365  728  0  0 99  0
 1  0  25456 1581800 157056 2945312    0    0     0     0  362  738  1  0 99  0
 0  0  25456 1582112 157056 2945316    0    0     0    22  475  855  1  0 99  0
 1  0  25456 1582140 157056 2945316    0    0     0     8  364  736  0  0 99  0
 0  0  25456 1582016 157056 2945316    0    0     0     0  390  757  1  0 99  0
 0  0  25456 1581892 157056 2945320    0    0     0    10  453  835  0  0 99  0
 0  0  25456 1581892 157056 2945320    0    0     0    36  485  885  1  0 98  0
 0  0  25456 1581800 157056 2945324    0    0     0     0  341  704  1  0 99  0
 0  0  25456 1581644 157056 2945324    0    0     0    32  331  620  0  0 99  0
 0  0  25456 1582016 157056 2945324    0    0     0     0  381  771  1  0 99  0
 0  0  25456 1581892 157056 2945324    0    0     0     0  343  687  1  0 99  0
 0  0  25456 1581800 157056 2945324    0    0     0    16  370  732  1  0 99  0
 0  0  25456 1581768 157056 2945324    0    0     0     0  466  846  4  3 93  0
 0  0  25456 1581644 157056 2945324    0    0     0     0  349  666  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25456 1581552 157056 2945324    0    0     0     6  323  681  0  0 100  0
 0  0  25456 1582048 157056 2945324    0    0     0     0  342  694  0  0 100  0
 1  0  25456 1581892 157056 2945324    0    0     0     0  339  713  0  0 99  0
 0  0  25456 1581768 157056 2945324    0    0     0     6  349  720  0  0 100  0
 0  0  25456 1581800 157056 2945324    0    0     0     6  323  630  0  0 100  0
 0  0  25456 1581708 157056 2945324    0    0     0     0  348  698  1  0 99  0
 0  0  25456 1581380 157056 2945328    0    0     0    18  502  903  1  0 99  0
 0  0  25456 1581420 157056 2945328    0    0     0     6  327  670  1  0 99  0
 0  0  25456 1581728 157056 2945328    0    0     0     0  340  676  1  0 99  0
 0  0  25456 1581644 157056 2945328    0    0     0    30  321  629  0  0 99  0
 0  0  25456 1581520 157056 2945328    0    0     0     0  331  701  1  0 99  0
 0  0  25456 1580244 157056 2945332    0    0     0     0  369  834  1  1 99  0
 0  0  25456 1580104 157056 2945336    0    0     0    44  355  716  1  0 99  0
 1  0  25456 1579948 157056 2945336    0    0     0     0  366  734  0  0 100  0
 3  0  25456 1579824 157056 2945340    0    0     0     0  677 1016  7  3 90  0
 0  0  25456 1581024 157056 2945344    0    0     0    12  474  891  1  0 99  0
 0  0  25456 1580808 157056 2945340    0    0     0     0  328  679  1  0 99  0
 0  0  25456 1580808 157056 2945344    0    0     0     0  320  679  0  0 99  0
 0  0  25456 1580652 157056 2945344    0    0     0    20  395  802  1  0 99  0
 0  0  25456 1580528 157056 2945348    0    0     0     0  326  642  0  0 100  0
 0  0  25456 1580560 157056 2945348    0    0     0     0  345  721  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1580776 157056 2945352    0    0     0     8  590 1026  1  0 99  0
 0  0  25456 1580776 157056 2945352    0    0     0    18  329  677  1  0 99  0
 0  0  25456 1580404 157056 2945352    0    0     0     0  329  682  0  0 99  0
 0  0  25456 1580372 157056 2945352    0    0     0    26  313  621  0  0 100  0
 0  0  25456 1580372 157056 2945352    0    0     0     0  327  694  0  0 100  0
 0  0  25456 1580280 157056 2945352    0    0     0     0  354  717  1  0 99  0
 0  0  25456 1581140 157056 2945352    0    0     0    12  352  738  0  0 100  0
 0  0  25456 1580992 157056 2945352    0    0     0     0  364  746  0  0 99  0
 0  0  25456 1580868 157056 2945352    0    0     0    54  630  891  4  4 92  0
 0  0  25456 1580652 157056 2945356    0    0     0     0  339  734  1  0 99  0
 0  0  25456 1580464 157056 2945356    0    0     0     0  355  723  1  0 99  0
 0  0  25456 1580496 157056 2945356    0    0     0    18  365  757  1  0 99  0
 0  0  25456 1580372 157056 2945360    0    0     0     0  327  625  1  0 99  0
 0  0  25456 1580992 157056 2945360    0    0     0     0  370  793  1  0 99  0
 0  0  25456 1580836 157056 2945360    0    0     0     8  378  777  1  0 99  0
 0  0  25456 1580756 157056 2945360    0    0     0     0  486  852  1  0 99  0
 0  0  25456 1580632 157056 2945364    0    0     0     0  332  701  0  0 99  0
 0  0  25456 1580352 157056 2945364    0    0     0    12  333  645  0  0 100  0
 0  0  25456 1580236 157056 2945364    0    0     0     0  353  753  0  0 99  0
 0  0  25456 1580080 157056 2945364    0    0     0     0  361  711  1  0 99  0
 0  0  25456 1578700 157056 2945372    0    0     0    10  501  935  1  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1578412 157056 2945376    0    0     0     8  358  727  1  0 99  0
 0  0  25456 1578288 157056 2945376    0    0     0     0  365  684  0  0 100  0
 0  0  25456 1578288 157056 2945376    0    0     0    62  530  830  3  4 93  0
 0  0  25456 1579116 157056 2945376    0    0     0     0  332  749  1  0 99  0
 1  0  25456 1579540 157056 2945372    0    0     0     0  386  762  1  0 99  0
 0  0  25456 1579676 157056 2945376    0    0     0    40  455  860  1  0 98  0
 0  0  25456 1579552 157056 2945376    0    0     0     0  326  641  0  0 100  0
 0  0  25456 1579396 157056 2945376    0    0     0     0  392  830  1  0 99  0
 0  0  25456 1579396 157056 2945376    0    0     0    12  357  738  1  0 99  0
 0  0  25456 1579264 157056 2945380    0    0     0     0  436  856  1  0 99  0
 0  0  25456 1579952 157056 2945380    0    0     0    10  339  746  1  0 99  0
 0  0  25456 1579884 157056 2945380    0    0     0    14  296  585  0  0 100  0
 0  0  25456 1579884 157056 2945380    0    0     0     0  331  721  0  0 99  0
 0  0  25456 1579572 157056 2945380    0    0     0     0  351  749  1  0 99  0
 0  0  25456 1579604 157056 2945380    0    0     0     6  347  749  0  0 99  0
 1  0  25456 1579480 157056 2945380    0    0     0     4  356  755  1  0 99  0
 0  0  25456 1579512 157056 2945380    0    0     0     0  338  629  0  0 100  0
 1  0  25456 1580100 157056 2945384    0    0     0    12  509  910  3  3 93  0
 0  0  25456 1580100 157056 2945384    0    0     0     0  382  761  1  0 99  0
 0  0  25456 1579820 157056 2945388    0    0     0     0  424  791  1  0 99  0
 0  0  25456 1579572 157056 2945388    0    0     0    40  331  691  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0  25456 1579480 157056 2945388    0    0     0     0  373  705  0  0 100  0
 0  0  25456 1579232 157056 2945392    0    0     0    16  371  745  1  0 99  0
 0  0  25456 1579076 157056 2945396    0    0     0    18  468  854  1  1 98  0
 0  0  25456 1579500 157056 2945400    0    0     0     0  499  862  1  0 99  0
 0  0  25456 1579604 157056 2945400    0    0     0     0  365  763  1  0 99  0
 1  0  25456 1579512 157056 2945400    0    0     0    12  340  647  0  0 99  0
 0  0  25456 1579364 157056 2945400    0    0     0     0  339  714  0  0 100  0
 0  0  25456 1579116 157056 2945404    0    0     0     0  385  806  1  0 99  0
 0  0  25456 1575892 157056 2945412    0    0     0    10  388  811  0  0 99  0
 0  0  25456 1575348 157056 2945416    0    0     0     0  326  652  0  0 100  0
 0  0  25456 1575844 157056 2945416    0    0     0     0  382  760  1  0 99  0
 0  0  25456 1575720 157056 2945416    0    0     0    24  366  754  1  0 99  0
 0  0  25456 1576152 157056 2945416    0    0     0     0  520  924  3  4 93  0
 0  0  25456 1577504 157056 2945412    0    0     0     2  472  760  6  0 93  0
 1  0  25456 1577504 157056 2945412    0    0     0    56  300  588  0  0 100  0
 0  0  25456 1577504 157056 2945412    0    0     0     0  361  747  0  0 99  0
 0  0  25456 1578248 157056 2945412    0    0     0     6  365  786  1  0 99  0
 0  0  25456 1577968 157056 2945416    0    0     0    24  411  789  1  0 99  0
 0  0  25456 1577968 157056 2945424    0    0     0     0  520  960  1  0 99  0
 0  0  25456 1578016 157056 2945424    0    0     0    28  529  857  1  0 98  0
 0  0  25456 1578092 157056 2945432    0    0     0    20  390  790  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1578092 157056 2945432    0    0     0     0  344  736  1  0 99  0
 0  0  25456 1579084 157056 2945432    0    0     0     0  370  772  1  0 99  0
 0  0  25456 1579084 157056 2945432    0    0     0     8  343  699  0  0 99  0
 0  0  25456 1578960 157056 2945432    0    0     0     6  310  618  0  0 100  0
 0  0  25456 1578836 157056 2945432    0    0     0     0  350  740  0  0 100  0
 0  0  25456 1578836 157056 2945432    0    0     0     6  366  738  1  0 99  0
 0  0  25456 1578836 157056 2945432    0    0     0     0  465  785  3  4 93  0
 0  0  25456 1579148 157056 2945432    0    0     0     0  339  694  0  0 99  0
 0  0  25456 1579176 157056 2945432    0    0     0     8  297  594  0  0 100  0
 0  0  25456 1579052 157056 2945432    0    0     0     0  344  715  0  0 99  0
 0  0  25456 1579084 157056 2945432    0    0     0    54  362  730  0  0 99  0
 0  0  25456 1579052 157056 2945432    0    0     0    14  339  714  0  0 99  0
 0  0  25456 1578828 157056 2945440    0    0     0     0  498  903  1  0 99  0
 0  0  25456 1578612 157056 2945440    0    0     0     8  308  600  1  0 99  0
 0  0  25456 1578984 157056 2945440    0    0     0    22  344  735  1  0 99  0
 0  0  25456 1578828 157056 2945440    0    0     0     8  402  775  1  0 99  0
 0  0  25456 1578796 157056 2945444    0    0     0     0  433  825  1  0 99  0
 0  0  25456 1577044 157056 2945452    0    0     0    14  380  791  1  0 99  0
 1  0  25456 1576672 157056 2945456    0    0     0     0  429  772  1  0 99  0
 0  0  25456 1576640 157056 2945460    0    0     0     0  452  863  1  0 99  0
 0  0  25456 1576892 157056 2945460    0    0     0    24  361  759  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1577748 157056 2945464    0    0     0     0  522  945  3  4 93  0
 0  0  25456 1577780 157056 2945460    0    0     0     0  325  696  0  0 99  0
 0  0  25456 1577656 157056 2945460    0    0     0    20  311  620  0  0 100  0
 0  0  25456 1577532 157056 2945460    0    0     0     0  343  752  0  0 100  0
 0  0  25456 1577252 157056 2945460    0    0     0     0  343  714  1  0 99  0
 0  0  25456 1577596 157056 2945464    0    0     0     6  341  711  1  0 99  0
 0  0  25456 1577500 157056 2945468    0    0     0     0  415  731  0  0 99  0
 0  0  25456 1577408 157056 2945468    0    0     0    50  367  749  1  0 99  0
 0  0  25456 1577284 157056 2945468    0    0     0    22  326  698  0  0 100  0
 0  0  25456 1577160 157056 2945468    0    0     0     8  336  705  0  0 100  0
 0  0  25456 1577160 157056 2945468    0    0     0     0  332  719  0  0 99  0
 0  0  25456 1577036 157056 2945468    0    0     0     8  448  761  1  0 99  0
 0  0  25456 1577004 157056 2945468    0    0     0    16  354  719  1  0 99  0
 0  0  25456 1577564 157056 2945472    0    0     0     0  482  877  1  1 99  0
 0  0  25456 1577596 157056 2945472    0    0     0    24  336  709  0  0 99  0
 0  0  25456 1577596 157056 2945472    0    0     0     0  472  854  3  4 93  0
 0  0  25456 1577596 157056 2945472    0    0     0     0  320  608  0  0 100  0
 0  0  25456 1577440 157056 2945472    0    0     0     8  368  768  1  1 99  0
 0  0  25456 1577284 157056 2945472    0    0     0     0  505  888  1  0 98  0
 0  0  25456 1577400 157056 2945476    0    0     0     0  337  721  1  0 99  0
 0  0  25456 1577400 157056 2945480    0    0     0    10  383  796  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1577144 157056 2945484    0    0     0     0  462  776  1  0 99  0
 0  0  25456 1577052 157056 2945484    0    0     0     0  366  748  1  0 99  0
 1  0  25456 1576928 157056 2945484    0    0     0    10  343  730  0  0 99  0
 0  0  25456 1576812 157056 2945484    0    0     0    30  362  749  0  0 99  0
 0  0  25456 1577032 157056 2945484    0    0     0     0  330  705  1  0 99  0
 0  0  25456 1575712 157056 2945488    0    0     0    10  348  679  1  1 99  0
 0  0  25456 1575456 157056 2945492    0    0     0    16  343  722  1  0 99  0
 0  0  25456 1575208 157056 2945492    0    0     0     0  369  742  0  0 99  0
 0  0  25456 1575208 157056 2945492    0    0     0    38  504  893  2  0 98  0
 1  0  25456 1575600 157056 2945492    0    0     0     0  382  756  1  1 98  0
 0  0  25456 1575572 157056 2945488    0    0     0     0  481  719  3  2 95  0
 0  0  25456 1576316 157056 2945492    0    0     0    22  342  746  0  0 99  0
 0  0  25456 1576192 157056 2945492    0    0     0     0  358  742  1  0 99  0
 0  0  25456 1576192 157056 2945492    0    0     0     0  349  740  1  0 99  0
 0  0  25456 1575944 157056 2945492    0    0     0     6  334  699  1  0 99  0
 0  0  25456 1575944 157056 2945496    0    0     0     0  405  729  0  0 100  0
 0  0  25456 1575820 157056 2945496    0    0     0    10  345  714  1  0 99  0
 0  0  25456 1576128 157056 2945496    0    0     0    16  400  777  1  0 99  0
 0  0  25456 1575972 157056 2945500    0    0     0     0  413  800  1  0 99  0
 0  0  25456 1575848 157056 2945500    0    0     0     0  378  779  1  0 99  0
 0  0  25456 1575692 157056 2945500    0    0     0     8  314  600  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1575476 157056 2945500    0    0     0    40  390  815  0  0 100  0
 0  0  25456 1575476 157056 2945500    0    0     0     0  358  728  0  0 99  0
 0  0  25456 1575788 157056 2945500    0    0     0    22  361  757  0  0 99  0
 4  0  25456 1575816 157056 2945500    0    0     0     0  318  611  1  0 99  0
 0  0  25456 1575692 157056 2945500    0    0     0     0  450  777  4  3 93  0
 0  0  25456 1575568 157056 2945500    0    0     0    24  339  739  1  0 99  0
 0  0  25456 1575288 157056 2945500    0    0     0     0  330  690  1  0 99  0
 0  0  25456 1575296 157056 2945500    0    0     0     0  359  742  1  0 99  0
 0  0  25456 1575328 157056 2945500    0    0     0    10  309  603  1  0 99  0
 0  0  25456 1575660 157056 2945500    0    0     0     0  480  862  1  0 99  0
 0  0  25456 1575568 157056 2945508    0    0     0     0  332  696  1  0 99  0
 0  0  25456 1575412 157056 2945508    0    0     0    12  334  709  1  0 99  0
 0  0  25456 1575296 157056 2945508    0    0     0     0  354  754  0  0 99  0
 0  0  25456 1575328 157056 2945512    0    0     0     0  354  659  0  0 99  0
 0  0  25456 1573692 157056 2945516    0    0     0    10  401  806  1  0 99  0
 0  0  25456 1573724 157056 2945520    0    0     0     0  359  767  1  0 99  0
 0  0  25456 1573692 157056 2945520    0    0     0     0  361  703  0  0 99  0
 0  0  25456 1573692 157056 2945520    0    0     0    68  369  751  0  0 99  0
 0  0  25456 1574428 157056 2945520    0    0     0     0  332  659  1  0 99  0
 0  0  25456 1574520 157056 2945516    0    0     0     0  550  913  4  3 93  0
 0  0  25456 1574488 157056 2945520    0    0     0    24  391  806  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1574552 157056 2945520    0    0     0     0  345  708  0  0 100  0
 0  0  25456 1575116 157056 2945520    0    0     0    16  356  751  1  0 99  0
 0  0  25456 1575140 157056 2945520    0    0     0    16  332  634  1  0 99  0
 0  0  25456 1575080 157056 2945524    0    0     0     0  430  801  0  0 99  0
 0  0  25456 1574924 157056 2945524    0    0     0    10  350  743  0  0 100  0
 0  0  25456 1574924 157056 2945524    0    0     0    14  334  693  1  0 99  0
 0  0  25456 1574676 157056 2945524    0    0     0     0  367  750  1  0 99  0
 0  0  25456 1574552 157056 2945524    0    0     0     0  321  630  0  0 99  0
 0  0  25456 1575140 157056 2945524    0    0     0     8  340  693  0  0 100  0
 0  0  25456 1575048 157056 2945524    0    0     0     4  360  723  1  0 99  0
 1  0  25456 1575080 157056 2945528    0    0     0     0  356  716  0  0 99  0
 0  0  25456 1574924 157056 2945528    0    0     0    10  349  733  1  0 99  0
 0  0  25456 1574800 157056 2945528    0    0     0     0  307  607  0  0 100  0
 0  0  25456 1574708 157056 2945528    0    0     0     0  472  816  3  4 93  0
 0  0  25456 1575020 157056 2945528    0    0     0    28  358  766  1  0 99  0
 0  0  25456 1575020 157056 2945528    0    0     0     0  359  723  0  0 100  0
 0  0  25456 1574928 157056 2945528    0    0     0    26  469  879  1  0 99  0
 0  0  25456 1574836 157056 2945532    0    0     0    10  372  664  0  0 99  0
 0  0  25456 1574584 157056 2945536    0    0     0     0  582  980  1  0 99  0
 0  0  25456 1574296 157056 2945540    0    0     0     8  378  770  1  0 99  0
 0  0  25456 1574640 157056 2945540    0    0     0    14  351  722  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0  25456 1574668 157056 2945540    0    0     0     0  392  720  1  0 99  0
 0  0  25456 1574608 157056 2945544    0    0     0     0  401  746  1  0 99  0
 0  0  25456 1573608 157056 2945548    0    0     0    10  453  901  2  0 97  0
 0  0  25456 1573508 157056 2945556    0    0     0     0  367  731  0  0 99  0
 0  0  25456 1573476 157056 2945556    0    0     0     0  374  731  0  0 99  0
 0  0  25456 1573260 157056 2945556    0    0     0    36  329  627  0  0 100  0
 0  0  25456 1573996 157056 2945556    0    0     0     0  342  767  1  0 99  0
 1  0  25456 1574152 157056 2945552    0    0     0     0  378  713  2  1 97  0
 0  0  25456 1574120 157056 2945552    0    0     0    22  430  792  3  2 95  0
 0  0  25456 1574200 157056 2945552    0    0     0     0  323  697  0  0 99  0
 0  0  25456 1574276 157056 2945552    0    0     0    16  329  643  0  0 99  0
 0  0  25456 1574276 157056 2945552    0    0     0    12  349  737  1  0 99  0
 0  0  25456 1574340 157056 2945560    0    0     0     0  471  880  1  0 99  0
 1  0  25456 1574372 157056 2945560    0    0     0    32  380  755  1  0 99  0
 0  0  25456 1574220 157056 2945564    0    0     0    16  350  718  1  0 99  0
 0  0  25456 1574220 157056 2945568    0    0     0    10  329  623  0  0 99  0
 0  0  25456 1574500 157056 2945572    0    0     0     0  563  960  2  0 97  0
 0  0  25456 1574376 157056 2945576    0    0     0    18  451  828  1  0 99  0
 0  0  25456 1574376 157056 2945584    0    0     0     4  413  814  1  0 99  0
 0  0  25456 1574252 157056 2945584    0    0     0     0  391  784  0  0 99  0
 0  0  25456 1574096 157056 2945588    0    0     0     8  398  708  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1573972 157056 2945588    0    0     0     0  337  732  1  0 99  0
 0  0  25456 1574592 157056 2945592    0    0     0     0  353  704  1  0 99  0
 0  0  25456 1574592 157056 2945592    0    0     0     8  490  805  4  3 93  0
 0  0  25456 1574436 157056 2945596    0    0     0     0  371  728  0  0 99  0
 0  0  25456 1574280 157056 2945600    0    0     0    22  339  647  0  0 100  0
 1  0  25456 1574032 157056 2945600    0    0     0    12  391  778  1  0 99  0
 0  0  25456 1573876 157056 2945608    0    0     0     0  510  905  1  1 99  0
 0  0  25456 1574220 157056 2945608    0    0     0    16  336  735  0  0 100  0
 0  0  25456 1574340 157056 2945612    0    0     0    14  453  823  1  0 99  0
 0  0  25456 1574192 157056 2945616    0    0     0    16  394  704  1  0 99  0
 0  0  25456 1573944 157056 2945620    0    0     0     0  351  749  1  0 99  0
 0  0  25456 1572316 157056 2945628    0    0     0    12  500  921  1  0 98  0
 0  0  25456 1572028 157056 2945640    0    0     0     8  405  796  1  0 99  0
 0  0  25456 1572248 157056 2945640    0    0     0     0  410  781  1  0 99  0
 0  0  25456 1572400 157056 2945644    0    0     0    26  402  745  0  0 99  0
 0  0  25456 1572400 157056 2945644    0    0     0     0  324  704  1  0 99  0
 0  0  25456 1573384 157056 2945640    0    0     0     0  354  756  0  0 99  0
 0  0  25456 1573260 157056 2945644    0    0     0    20  487  865  3  3 93  0
 0  0  25456 1573136 157056 2945644    0    0     0     0  347  622  1  0 99  0
 0  0  25456 1573076 157056 2945648    0    0     0     0  443  852  1  0 99  0
 0  0  25456 1573200 157056 2945652    0    0     0    10  374  805  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25456 1573232 157056 2945652    0    0     0     0  478  924  1  0 99  0
 0  0  25456 1573232 157056 2945660    0    0     0    52  397  818  1  0 99  0
 0  0  25456 1573108 157056 2945660    0    0     0     0  326  614  0  0 100  0
 0  0  25456 1572796 157056 2945664    0    0     0    16  400  789  1  0 99  0
 0  0  25456 1572672 157056 2945664    0    0     0    12  328  722  1  0 99  0
 0  0  25456 1572920 157056 2945664    0    0     0     0  357  738  0  0 99  0
 0  0  25456 1572920 157056 2945664    0    0     0    32  342  727  1  0 99  0
 0  0  25456 1572888 157056 2945668    0    0     0     8  388  669  1  0 99  0
 0  0  25456 1572764 157056 2945668    0    0     0     8  386  768  1  0 99  0
 0  0  25456 1572608 157056 2945672    0    0     0     0  333  729  0  0 99  0
 0  0  25456 1572516 157056 2945672    0    0     0    12  403  795  1  0 99  0
 0  0  25456 1572360 157056 2945676    0    0     0     0  638 1067  4  4 92  0
 0  0  25456 1572764 157056 2945688    0    0     0     0  351  636  1  0 99  0
 0  0  25456 1572732 157056 2945692    0    0     0    20  346  734  0  0 100  0
 0  0  25456 1572608 157056 2945692    0    0     0     0  394  812  1  0 99  0
 0  0  25456 1572664 157056 2945700    0    0     0     0  478  847  1  0 99  0
 0  0  25456 1572540 157056 2945700    0    0     0    10  367  750  1  0 99  0
 0  0  25456 1572572 157056 2945708    0    0     0     0  316  598  0  0 100  0
 0  0  25456 1572604 157056 2945708    0    0     0    66  363  733  0  0 100  0
 0  0  25456 1572696 157056 2945712    0    0     0    24  494  906  1  0 99  0
 0  0  25456 1571348 157056 2945728    0    0     0     0  428  915  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1571160 157056 2945736    0    0     0     0  390  784  1  0 99  0
 0  0  25456 1571036 157056 2945736    0    0     0    28  343  633  0  0 100  0
 0  0  25456 1570880 157056 2945736    0    0     0    62  439  843  1  0 99  0
 0  0  25456 1571772 157056 2945740    0    0     0     0  339  738  0  0 99  0
 0  0  25456 1572164 157056 2945736    0    0     0    36  347  718  0  0 100  0
 1  0  25456 1572144 157056 2945740    0    0     0     0  454  826  2  2 96  0
 0  0  25456 1571988 157056 2945740    0    0     0     0  346  613  2  2 97  0
 0  0  25456 1571988 157056 2945740    0    0     0     8  516  907  2  0 98  0
 0  0  25456 1571648 157056 2945748    0    0     0     0  403  791  1  0 99  0
 0  0  25456 1571616 157056 2945748    0    0     0     0  409  759  1  0 99  0
 0  0  25456 1572212 157056 2945752    0    0     0    12  383  782  1  0 99  0
 1  0  25456 1572236 157056 2945756    0    0     0     0  346  640  0  0 99  0
 0  0  25456 1572112 157056 2945756    0    0     0     0  398  749  1  0 99  0
 0  0  25456 1571896 157056 2945760    0    0     0     8  426  803  1  0 99  0
 0  0  25456 1571896 157056 2945764    0    0     0     0  374  730  1  0 99  0
 0  0  25456 1571648 157056 2945764    0    0     0     0  342  722  0  0 99  0
 0  0  25456 1571524 157056 2945772    0    0     0    10  393  672  1  0 99  0
 0  0  25456 1572020 157056 2945772    0    0     0    16  397  781  1  0 99  0
 0  0  25456 1571896 157056 2945772    0    0     0     0  507  880  1  0 98  0
 0  0  25456 1571896 157056 2945780    0    0     0    12  339  667  0  0 100  0
 0  0  25456 1571864 157056 2945780    0    0     0    42  366  720  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1571616 157056 2945784    0    0     0     0  494  826  4  3 93  0
 0  0  25456 1571492 157060 2945780    0    0     0    34  392  753  1  0 99  0
 0  0  25456 1571832 157060 2945788    0    0     0     0  518  919  2  0 98  0
 0  0  25456 1571888 157060 2945796    0    0     0     0  466  810  0  0 99  0
 0  0  25456 1571920 157060 2945796    0    0     0    28  354  706  0  0 100  0
 0  0  25456 1571640 157060 2945800    0    0     0     0  394  742  1  0 99  0
 0  0  25456 1571524 157060 2945804    0    0     0    16  363  753  1  0 99  0
 0  0  25456 1571400 157060 2945804    0    0     0     0  328  680  1  0 99  0
 0  0  25456 1570128 157060 2945816    0    0     0     0  436  841  1  0 98  0
 0  0  25456 1570136 157060 2945820    0    0     0    82  315  617  1  0 99  0
 0  0  25456 1570012 157060 2945820    0    0     0     0  362  708  0  0 100  0
 0  0  25456 1569920 157060 2945820    0    0     0    32  375  756  0  0 100  0
 0  0  25456 1570264 157060 2945824    0    0     0     0  384  785  1  0 99  0
 1  0  25456 1570192 157060 2945820    0    0     0     0  344  673  0  0 99  0
 0  0  25456 1570036 157060 2945820    0    0     0    24  309  613  1  0 99  0
 0  0  25456 1570440 157060 2945820    0    0     0     0  508  876  4  3 93  0
 0  0  25456 1570440 157060 2945820    0    0     0     0  348  698  1  0 99  0
 0  0  25456 1570440 157060 2945824    0    0     0     8  424  785  1  0 99  0
 0  0  25456 1570440 157060 2945832    0    0     0     0  505  916  1  0 99  0
 0  0  25456 1570316 157060 2945832    0    0     0     0  421  724  1  0 98  0
 0  0  25456 1570380 157060 2945840    0    0     0    10  493  876  1  1 98  0
