procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1570224 157060 2945844    0    0     0     0  393  801  1  0 99  0
 0  0  25456 1570600 157060 2945848    0    0     0     0  365  703  1  0 99  0
 0  0  25456 1570596 157060 2945852    0    0     0    10  357  700  0  0 99  0
 0  0  25456 1570472 157060 2945860    0    0     0    34  350  648  1  0 99  0
 0  0  25456 1570284 157060 2945860    0    0     0     0  359  702  0  0 100  0
 0  0  25456 1570160 157060 2945864    0    0     0    32  557  963  1  0 98  0
 0  0  25456 1570160 157060 2945864    0    0     0     0  346  708  1  0 99  0
 0  0  25456 1570380 157060 2945868    0    0     0     0  370  696  1  0 99  0
 0  0  25456 1570284 157060 2945868    0    0     0    52  367  697  1  0 99  0
 0  0  25456 1570316 157060 2945872    0    0     0     0  448  741  4  3 93  0
 0  0  25456 1570192 157060 2945872    0    0     0     0  407  778  1  0 99  0
 1  0  25456 1570068 157060 2945880    0    0     0    10  363  726  1  0 99  0
 0  0  25456 1570060 157060 2945884    0    0     0     0  512  869  1  0 99  0
 0  0  25456 1569968 157060 2945888    0    0     0     6  306  614  0  0 100  0
 0  0  25456 1570340 157060 2945888    0    0     0    30  392  754  1  0 99  0
 0  0  25456 1570216 157060 2945892    0    0     0     0  360  736  1  0 99  0
 0  0  25456 1570216 157060 2945892    0    0     0     0  341  693  1  0 99  0
 0  0  25456 1568448 157060 2945896    0    0     0    10  525  953  1  1 98  0
 0  0  25456 1568368 157060 2945908    0    0     0     0  370  696  0  0 99  0
 0  0  25456 1568308 157060 2945908    0    0     0    24  399  779  1  0 99  0
 0  0  25456 1568400 157060 2945912    0    0     0    52  425  798  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1569056 157060 2945912    0    0     0     0  331  716  1  0 99  0
 0  0  25456 1569044 157060 2945912    0    0     0    22  367  667  0  0 100  0
 0  0  25456 1568888 157060 2945912    0    0     0    16  339  711  1  0 99  0
 1  0  25456 1568764 157060 2945916    0    0     0     0  481  752  3  3 95  0
 0  0  25456 1568764 157060 2945916    0    0     0    36  426  783  2  1 97  0
 0  0  25456 1569108 157060 2945920    0    0     0     0  365  761  1  0 99  0
 0  0  25456 1569260 157060 2945928    0    0     0     0  441  746  1  0 99  0
 0  0  25456 1569168 157060 2945928    0    0     0    18  356  726  0  0 100  0
 0  0  25456 1569168 157060 2945928    0    0     0     0  324  648  1  0 99  0
 0  0  25456 1569076 157060 2945928    0    0     0     2  339  695  0  0 100  0
 1  0  25456 1568952 157060 2945928    0    0     0    12  319  689  1  0 99  0
 0  0  25456 1568892 157060 2945928    0    0     0     0  319  604  0  0 100  0
 0  0  25456 1569480 157060 2945928    0    0     0    10  384  766  1  0 99  0
 0  0  25456 1569512 157060 2945928    0    0     0    16  356  692  0  0 99  0
 0  0  25456 1569480 157060 2945928    0    0     0     0  383  772  1  0 99  0
 0  0  25456 1569356 157060 2945928    0    0     0     0  360  689  1  0 99  0
 0  0  25456 1569140 157060 2945936    0    0     0     8  417  703  1  0 99  0
 0  0  25456 1569016 157060 2945936    0    0     0    36  373  743  1  0 99  0
 0  0  25456 1569204 157060 2945936    0    0     0     0  367  736  0  0 99  0
 0  0  25456 1569296 157060 2945936    0    0     0    24  640  943  5  3 92  0
 1  0  25456 1569328 157060 2945940    0    0     0     0  384  758  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1569064 157060 2945944    0    0     0     0  451  749  1  0 99  0
 0  0  25456 1568972 157060 2945944    0    0     0    24  377  779  0  0 100  0
 0  0  25456 1568692 157060 2945944    0    0     0     0  337  672  0  0 99  0
 0  0  25456 1568608 157060 2945944    0    0     0     0  346  718  0  0 100  0
 2  0  25456 1568952 157060 2945944    0    0     0    14  357  709  1  0 99  0
 0  0  25456 1567608 157060 2945948    0    0     0     0  330  663  1  0 99  0
 0  0  25456 1567312 157060 2945952    0    0     0     0  340  702  0  0 99  0
 0  0  25456 1567128 157060 2945952    0    0     0    24  364  711  1  0 99  0
 0  0  25456 1567160 157060 2945956    0    0     0     0  408  785  1  0 99  0
 0  0  25456 1568152 157060 2945956    0    0     0     0  381  751  1  0 99  0
 0  0  25456 1568176 157060 2945956    0    0     0    20  301  590  0  0 100  0
 0  0  25456 1568640 157060 2945956    0    0     0     0  337  712  0  0 99  0
 0  0  25456 1568548 157060 2945956    0    0     0     0  326  680  0  0 100  0
 0  0  25456 1568580 157060 2945956    0    0     0    44  439  791  3  4 93  0
 0  0  25456 1568456 157060 2945956    0    0     0     0  373  737  1  0 99  0
 0  0  25456 1568300 157060 2945960    0    0     0     0  470  798  1  0 99  0
 0  0  25456 1568144 157060 2945964    0    0     0    46  395  760  1  0 99  0
 0  0  25456 1568472 157060 2945968    0    0     0     0  467  842  1  0 99  0
 0  0  25456 1568576 157060 2945968    0    0     0     0  382  764  1  0 99  0
 0  0  25456 1568328 157060 2945968    0    0     0    20  333  678  1  0 99  0
 0  0  25456 1568204 157060 2945968    0    0     0     0  315  604  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1568080 157060 2945968    0    0     0     4  336  698  1  0 99  0
 0  0  25456 1568080 157060 2945968    0    0     0     6  352  683  1  0 99  0
 0  0  25456 1568424 157060 2945968    0    0     0     0  378  754  1  0 99  0
 0  0  25456 1568328 157060 2945968    0    0     0     0  334  635  1  0 99  0
 0  0  25456 1568172 157060 2945968    0    0     0     8  474  828  1  0 99  0
 0  0  25456 1568172 157060 2945972    0    0     0    10  331  691  1  0 99  0
 0  0  25456 1567924 157060 2945972    0    0     0     0  335  671  1  0 99  0
 0  0  25456 1567892 157060 2945972    0    0     0    14  528  917  3  4 93  0
 1  0  25456 1567768 157060 2945972    0    0     0     0  348  656  1  0 99  0
 0  0  25456 1567832 157060 2945980    0    0     0     0  454  813  1  0 99  0
 0  0  25456 1567832 157060 2945980    0    0     0    36  360  726  1  0 99  0
 0  0  25456 1567800 157060 2945980    0    0     0     0  329  679  0  0 100  0
 0  0  25456 1567808 157060 2945980    0    0     0    16  353  734  1  0 99  0
 0  0  25456 1567684 157060 2945980    0    0     0    10  343  661  0  0 99  0
 0  0  25456 1566180 157060 2945984    0    0     0     0  396  805  1  0 99  0
 0  0  25456 1566544 157060 2945988    0    0     0     0  335  704  0  0 100  0
 0  0  25456 1566512 157060 2945988    0    0     0    28  472  839  1  0 99  0
 0  0  25456 1566388 157060 2945992    0    0     0     0  403  789  0  0 99  0
 0  0  25456 1567256 157060 2945988    0    0     0     0  331  657  1  0 99  0
 0  0  25456 1567156 157060 2945988    0    0     0    20  327  684  0  0 100  0
 0  0  25456 1567156 157060 2945988    0    0     0     0  393  766  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1567392 157060 2945992    0    0     0     0  420  787  1  0 99  0
 1  0  25456 1567496 157060 2945992    0    0     0    18  448  856  3  3 94  0
 0  0  25456 1567340 157060 2945992    0    0     0     0  465  847  1  1 98  0
 0  0  25456 1567216 157060 2946000    0    0     0     0  391  761  1  0 99  0
 0  0  25456 1567060 157060 2946000    0    0     0    28  336  702  0  0 99  0
 0  0  25456 1567092 157060 2946000    0    0     0     0  332  670  0  0 99  0
 0  0  25456 1566844 157060 2946000    0    0     0    36  347  696  0  0 100  0
 0  0  25456 1567064 157060 2946000    0    0     0    10  315  612  1  0 99  0
 0  0  25456 1567184 157060 2946000    0    0     0     0  330  679  0  0 100  0
 0  0  25456 1567060 157060 2946000    0    0     0    20  340  714  0  0 99  0
 0  0  25456 1567060 157060 2946000    0    0     0    10  356  690  1  0 99  0
 0  0  25456 1566936 157060 2946000    0    0     0     0  403  794  1  0 99  0
 0  0  25456 1566812 157060 2946000    0    0     0     0  320  612  1  0 99  0
 0  0  25456 1566688 157060 2946004    0    0     0     8  307  643  0  0 100  0
 0  0  25456 1566904 157060 2946004    0    0     0     0  334  705  1  0 99  0
 0  0  25456 1566936 157060 2946008    0    0     0     0  367  710  1  0 99  0
 0  0  25456 1566780 157060 2946008    0    0     0     8  490  874  1  0 99  0
 0  0  25456 1566656 157060 2946012    0    0     0     0  464  750  4  3 93  0
 0  0  25456 1566808 157060 2946012    0    0     0     0  475  868  1  0 99  0
 0  0  25456 1566404 157060 2946016    0    0     0    28  350  735  0  0 99  0
 0  0  25456 1567264 157060 2946016    0    0     0     0  334  690  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1567272 157060 2946016    0    0     0     0  349  732  0  0 100  0
 0  0  25456 1567304 157060 2946016    0    0     0     6  346  665  1  0 99  0
 0  0  25456 1565784 157060 2946024    0    0     0     0  346  747  0  0 100  0
 0  0  25456 1565520 157060 2946028    0    0     0    16  337  721  0  0 100  0
 0  0  25456 1565304 157060 2946028    0    0     0    28  498  885  1  0 99  0
 0  0  25456 1565788 157060 2946032    0    0     0    18  392  796  0  0 100  0
 0  0  25456 1566236 157060 2946032    0    0     0     0  337  669  0  0 99  0
 0  0  25456 1566444 157060 2946028    0    0     0    28  328  695  0  0 100  0
 0  0  25456 1566412 157060 2946028    0    0     0     0  338  727  1  0 99  0
 0  0  25456 1566412 157060 2946028    0    0     0     0  371  731  0  0 100  0
 0  0  25456 1566444 157060 2946028    0    0     0     8  342  639  1  0 99  0
 0  0  25456 1566412 157060 2946032    0    0     0     0  603  967  4  3 93  0
 0  0  25456 1566848 157060 2946032    0    0     0     0  369  755  0  0 99  0
 0  0  25456 1566724 157060 2946032    0    0     0    20  461  901  1  0 99  0
 0  0  25456 1566568 157060 2946036    0    0     0     0  330  696  0  0 100  0
 0  0  25456 1566568 157060 2946036    0    0     0     0  322  624  0  0 100  0
 0  0  25456 1566444 157060 2946036    0    0     0    18  347  740  0  0 99  0
 0  0  25456 1566352 157060 2946036    0    0     0     0  339  704  0  0 99  0
 0  0  25456 1566696 157060 2946036    0    0     0    12  338  726  1  0 99  0
 0  0  25456 1566692 157060 2946036    0    0     0    14  341  711  1  0 99  0
 0  0  25456 1566692 157060 2946036    0    0     0    38  341  640  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1566568 157060 2946036    0    0     0     0  365  749  0  0 100  0
 0  0  25456 1566568 157060 2946036    0    0     0     8  332  709  0  0 100  0
 0  0  25456 1566476 157060 2946036    0    0     0    16  337  722  0  0 99  0
 0  0  25456 1567400 157060 2946036    0    0     0     0  342  712  1  0 99  0
 0  0  25456 1567252 157060 2946036    0    0     0    10  347  666  0  0 99  0
 0  0  25456 1567160 157060 2946036    0    0     0     0  540  876  4  3 93  0
 0  0  25456 1567028 157060 2946036    0    0     0     0  436  799  1  0 99  0
 0  0  25456 1567060 157060 2946040    0    0     0    12  352  727  0  0 99  0
 0  0  25456 1566812 157060 2946040    0    0     0     0  377  737  1  0 99  0
 0  0  25456 1566688 157060 2946040    0    0     0     0  457  815  1  0 99  0
 0  0  25456 1566908 157060 2946044    0    0     0     8  356  748  0  0 99  0
 0  0  25456 1564780 157060 2946052    0    0     0     0  394  833  0  0 99  0
 0  0  25456 1564532 157060 2946056    0    0     0     0  349  729  1  0 99  0
 0  0  25456 1564408 157060 2946056    0    0     0    26  349  688  0  0 100  0
 0  0  25456 1564252 157060 2946056    0    0     0     0  358  685  0  0 100  0
 0  0  25456 1565144 157060 2946056    0    0     0     0  376  767  1  0 99  0
 0  0  25456 1565020 157060 2946056    0    0     0    20  331  710  0  0 100  0
 0  0  25456 1565536 157060 2946056    0    0     0    30  356  750  0  0 100  0
 0  0  25456 1565640 157060 2946060    0    0     0     0  338  678  0  0 99  0
 0  0  25456 1565516 157060 2946060    0    0     0    26  326  640  0  0 100  0
 1  0  25456 1565392 157060 2946060    0    0     0     0  503  856  3  4 94  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1565268 157060 2946064    0    0     0     0  384  735  1  1 99  0
 0  0  25456 1565300 157060 2946064    0    0     0    42  388  790  0  0 99  0
 0  0  25456 1565396 157060 2946064    0    0     0     0  320  674  0  0 100  0
 0  0  25456 1565392 157060 2946064    0    0     0     0  474  813  1  0 99  0
 0  0  25456 1565360 157060 2946068    0    0     0    10  346  711  0  0 99  0
 0  0  25456 1565204 157060 2946068    0    0     0     0  354  749  0  0 100  0
 0  0  25456 1565204 157060 2946068    0    0     0     4  374  790  1  0 99  0
 0  0  25456 1565204 157060 2946068    0    0     0     8  344  697  0  0 99  0
 0  0  25456 1565048 157060 2946068    0    0     0     0  349  654  0  0 99  0
 0  0  25456 1565576 157060 2946068    0    0     0     0  379  750  0  0 99  0
 0  0  25456 1565516 157060 2946068    0    0     0     8  350  728  1  0 99  0
 0  0  25456 1565516 157060 2946068    0    0     0     8  355  750  1  0 99  0
 0  0  25456 1565424 157060 2946068    0    0     0     0  331  688  0  0 100  0
 0  0  25456 1565268 157060 2946068    0    0     0    30  329  631  0  0 100  0
 0  0  25456 1565144 157060 2946068    0    0     0     0  403  801  1  0 99  0
 0  0  25456 1565104 157060 2946076    0    0     0     0  605  900  4  4 92  0
 0  0  25456 1565104 157060 2946076    0    0     0    30  371  765  1  0 99  0
 0  0  25456 1564980 157060 2946076    0    0     0     0  339  626  0  0 100  0
 0  0  25456 1564824 157060 2946076    0    0     0     6  364  745  1  0 99  0
 0  0  25456 1564824 157060 2946076    0    0     0    16  369  731  0  0 100  0
 0  0  25456 1562988 157060 2946080    0    0     0     0  370  810  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25456 1563168 157060 2946092    0    0     0     0  504  903  1  0 99  0
 0  0  25456 1563288 157060 2946092    0    0     0    26  330  623  0  0 100  0
 0  0  25456 1563320 157060 2946092    0    0     0     0  437  871  1  0 99  0
 0  0  25456 1563932 157060 2946092    0    0     0     0  365  765  1  0 99  0
 0  0  25456 1563964 157060 2946088    0    0     0    20  340  714  0  0 99  0
 0  0  25456 1563932 157060 2946088    0    0     0     0  331  696  0  0 99  0
 0  0  25456 1563996 157060 2946088    0    0     0     0  313  593  0  0 100  0
 0  0  25456 1564584 157060 2946088    0    0     0    14  346  730  0  0 100  0
 0  0  25456 1564584 157060 2946088    0    0     0     0  391  791  1  0 99  0
 0  0  25456 1564584 157060 2946096    0    0     0     0  566  850  3  4 93  0
 0  0  25456 1564428 157060 2946096    0    0     0    28  372  776  0  0 99  0
 0  0  25456 1564428 157060 2946096    0    0     0     0  337  624  0  0 100  0
 0  0  25456 1564428 157060 2946096    0    0     0    52  346  725  0  0 100  0
 0  0  25456 1565296 157060 2946096    0    0     0     0  346  716  1  0 99  0
 0  0  25456 1565140 157060 2946096    0    0     0     0  335  694  1  0 99  0
 0  0  25456 1565140 157060 2946096    0    0     0    32  338  690  0  0 100  0
 0  0  25456 1564892 157060 2946100    0    0     0     0  392  661  1  0 99  0
 0  0  25456 1564760 157060 2946100    0    0     0     0  480  884  1  0 99  0
 0  0  25456 1564636 157060 2946100    0    0     0    14  367  744  1  0 99  0
 0  0  25456 1564636 157060 2946104    0    0     0     0  376  746  1  0 99  0
 0  0  25456 1565012 157060 2946104    0    0     0     0  348  718  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1564888 157060 2946104    0    0     0     8  300  585  0  0 100  0
 0  0  25456 1564760 157060 2946108    0    0     0     0  340  722  1  0 99  0
 0  0  25456 1564636 157060 2946108    0    0     0     0  381  787  1  0 99  0
 0  0  25456 1564484 157060 2946108    0    0     0    12  565  923  4  3 93  0
 0  0  25456 1564320 157060 2946112    0    0     0     8  362  741  1  0 99  0
 0  0  25456 1564196 157060 2946112    0    0     0     0  357  657  0  0 100  0
 0  0  25456 1564700 157060 2946112    0    0     0    28  347  722  0  0 99  0
 0  0  25456 1564576 157060 2946112    0    0     0     0  359  723  0  0 99  0
 0  0  25456 1562692 157060 2946120    0    0     0     0  380  775  1  1 99  0
 0  0  25456 1562568 157060 2946120    0    0     0    52  335  687  0  0 99  0
 0  0  25456 1562444 157060 2946120    0    0     0     0  320  595  0  0 100  0
 0  0  25456 1562412 157060 2946120    0    0     0     6  380  769  1  0 99  0
 0  0  25456 1563376 157060 2946120    0    0     0    16  361  769  0  0 99  0
 0  0  25456 1563428 157060 2946116    0    0     0     0  361  728  0  0 99  0
 0  0  25456 1563460 157060 2946116    0    0     0     0  469  848  1  0 99  0
 0  0  25456 1563460 157060 2946120    0    0     0    20  294  581  0  0 100  0
 0  0  25456 1563460 157060 2946120    0    0     0     0  429  858  0  0 99  0
 0  0  25456 1563304 157060 2946124    0    0     0     0  398  816  1  0 99  0
 0  0  25456 1563900 157060 2946124    0    0     0    10  529  812  4  3 93  0
 1  0  25456 1563956 157060 2946128    0    0     0    10  335  645  0  0 100  0
 0  0  25456 1563864 157060 2946128    0    0     0     0  341  678  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25456 1563832 157060 2946128    0    0     0    20  362  740  0  0 99  0
 0  0  25456 1563676 157060 2946128    0    0     0     0  351  735  0  0 100  0
 0  0  25456 1563428 157060 2946128    0    0     0     0  337  680  0  0 99  0
 0  0  25456 1563304 157060 2946128    0    0     0    12  320  621  0  0 100  0
 0  0  25456 1563708 157060 2946128    0    0     0     0  346  708  0  0 99  0
 0  0  25456 1563552 157060 2946128    0    0     0    46  373  752  1  0 99  0
 0  0  25456 1563552 157060 2946128    0    0     0     0  361  746  1  0 99  0
 0  0  25456 1563304 157060 2946128    0    0     0    10  375  746  1  0 99  0
 0  0  25456 1563180 157060 2946132    0    0     0     8  383  714  1  0 99  0
 0  0  25456 1563056 157060 2946132    0    0     0     0  334  686  1  0 99  0
 0  0  25456 1563428 157060 2946132    0    0     0    16  489  888  1  0 99  0
 0  0  25456 1563396 157060 2946136    0    0     0     0  400  795  1  0 99  0
 1  0  25456 1563144 157060 2946140    0    0     0     0  445  786  1  1 99  0
 0  0  25456 1563176 157060 2946140    0    0     0    12  516  821  3  4 93  0
 0  0  25456 1563020 157060 2946140    0    0     0     0  342  699  0  0 99  0
 0  0  25456 1562896 157060 2946140    0    0     0     0  367  738  1  0 99  0
 0  0  25456 1563240 157060 2946140    0    0     0     8  375  754  1  0 99  0
 0  0  25456 1561516 157060 2946144    0    0     0     0  354  749  1  0 99  0
 0  0  25456 1561392 157060 2946148    0    0     0     8  338  656  0  0 100  0
 0  0  25456 1561268 157060 2946148    0    0     0    26  362  702  0  0 99  0
 0  0  25456 1561144 157060 2946148    0    0     0     0  386  773  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1561668 157060 2946148    0    0     0     0  379  764  0  0 99  0
 0  0  25456 1561912 157060 2946144    0    0     0     0  326  676  0  0 100  0
 0  0  25456 1561880 157060 2946144    0    0     0    64  366  700  0  0 99  0
 0  0  25456 1562688 157060 2946144    0    0     0     0  518  960  1  0 99  0
 0  0  25456 1562720 157060 2946156    0    0     0    26  326  673  0  0 100  0
 0  0  25456 1562752 157060 2946156    0    0     0     0  408  788  0  0 100  0
 0  0  25456 1562596 157060 2946164    0    0     0     0  398  762  1  0 99  0
 0  0  25456 1562504 157060 2946168    0    0     0    32  599  862  4  3 93  0
 0  0  25456 1562380 157060 2946172    0    0     0     0  409  782  0  0 99  0
 0  0  25456 1562752 157060 2946172    0    0     0     0  468  890  1  0 99  0
 0  0  25456 1562720 157060 2946172    0    0     0     8  353  722  0  0 100  0
 0  0  25456 1562628 157060 2946172    0    0     0     0  323  659  0  0 100  0
 0  0  25456 1562504 157060 2946172    0    0     0     4  317  632  0  0 100  0
 0  0  25456 1562380 157060 2946172    0    0     0     0  370  724  0  0 99  0
 0  0  25456 1562224 157060 2946172    0    0     0    12  388  786  0  0 99  0
 1  0  25456 1562944 157060 2946172    0    0     0     0  376  750  0  0 100  0
 0  0  25456 1562720 157060 2946176    0    0     0     0  394  783  1  0 99  0
 1  0  25456 1562596 157060 2946176    0    0     0    10  333  643  0  0 99  0
 0  0  25456 1562628 157060 2946176    0    0     0     0  322  666  0  0 99  0
 0  0  25456 1562256 157060 2946176    0    0     0    32  350  710  0  0 99  0
 0  0  25456 1562256 157060 2946176    0    0     0    20  444  886  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1562592 157060 2946176    0    0     0     0  484  883  1  0 99  0
 0  0  25456 1562744 157060 2946180    0    0     0     8  608  879  3  4 93  0
 0  0  25456 1562652 157060 2946184    0    0     0    18  405  780  0  0 100  0
 0  0  25456 1562464 157060 2946184    0    0     0     0  475  883  1  0 99  0
 0  0  25456 1562432 157060 2946188    0    0     0     0  353  738  1  0 99  0
 0  0  25456 1560688 157060 2946192    0    0     0    10  311  631  0  1 99  0
 0  0  25456 1560184 157060 2946196    0    0     0     0  338  706  0  0 99  0
 0  0  25456 1560648 157060 2946200    0    0     0     0  409  793  0  0 99  0
 0  0  25456 1560648 157060 2946200    0    0     0    24  362  733  0  0 100  0
 0  0  25456 1561516 157060 2946200    0    0     0     0  356  790  1  0 99  0
 0  0  25456 1561632 157060 2946200    0    0     0     0  309  609  0  0 100  0
 0  0  25456 1561664 157060 2946200    0    0     0    28  361  757  1  0 99  0
 0  0  25456 1561540 157060 2946200    0    0     0     0  332  703  0  0 99  0
 0  0  25456 1562228 157060 2946200    0    0     0     0  332  719  0  0 99  0
 0  0  25456 1562252 157060 2946200    0    0     0    10  401  795  1  0 99  0
 0  0  25456 1562128 157060 2946208    0    0     0     0  476  806  1  0 99  0
 0  0  25456 1562192 157060 2946208    0    0     0    48  573  894  3  4 93  0
 0  0  25456 1562100 157060 2946212    0    0     0    20  447  835  1  0 99  0
 0  0  25456 1562008 157060 2946216    0    0     0    14  452  896  1  0 99  0
 0  0  25456 1562384 157060 2946216    0    0     0     0  340  730  0  0 99  0
 0  0  25456 1562256 157060 2946216    0    0     0    14  311  606  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1562132 157060 2946220    0    0     0     6  457  843  1  0 99  0
 0  0  25456 1562040 157060 2946220    0    0     0     0  347  710  1  0 99  0
 0  0  25456 1562008 157060 2946220    0    0     0    16  426  856  0  0 99  0
 0  0  25456 1561760 157060 2946220    0    0     0     0  375  750  1  0 99  0
 0  0  25456 1561760 157060 2946220    0    0     0     0  306  595  0  0 100  0
 0  0  25456 1561604 157060 2946220    0    0     0     8  339  707  1  0 99  0
 0  0  25456 1561884 157060 2946220    0    0     0     0  366  739  1  0 99  0
 0  0  25456 1561884 157060 2946220    0    0     0     8  340  695  1  0 99  0
 0  0  25456 1561636 157060 2946220    0    0     0    12  404  802  0  0 99  0
 0  0  25456 1561316 157060 2946224    0    0     0     0  391  670  0  0 99  0
 1  0  25456 1561276 157060 2946224    0    0     0     0  522  936  2  1 98  0
 0  0  25456 1561036 157060 2946232    0    0     0    10  424  774  3  3 94  0
 0  0  25456 1561532 157060 2946232    0    0     0    36  411  825  1  0 99  0
 1  0  25456 1561440 157060 2946236    0    0     0     0  403  788  1  0 99  0
 0  0  25456 1559068 157060 2946244    0    0     0    30  456  849  1  0 99  0
 0  0  25456 1558876 157060 2946248    0    0     0    10  342  748  0  0 100  0
 0  0  25456 1558752 157060 2946248    0    0     0     0  360  749  0  0 100  0
 0  0  25456 1558596 157060 2946248    0    0     0    28  479  915  1  0 99  0
 0  0  25456 1560536 157060 2946252    0    0     0     0  492  934  1  0 98  0
 0  0  25456 1560760 157060 2946252    0    0     0    22  315  614  0  0 100  0
 0  0  25456 1560636 157060 2946252    0    0     0     0  331  707  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1560604 157060 2946252    0    0     0     0  345  699  0  0 99  0
 0  0  25456 1560604 157060 2946252    0    0     0     6  362  754  1  0 99  0
 0  0  25456 1560604 157060 2946252    0    0     0     0  390  795  1  0 99  0
 0  0  25456 1560448 157060 2946260    0    0     0     0  487  808  1  0 99  0
 0  0  25456 1561068 157060 2946260    0    0     0    36  366  758  1  0 99  0
 0  0  25456 1560944 157060 2946260    0    0     0     0  629  936  4  3 93  0
 0  0  25456 1560788 157060 2946260    0    0     0     0  366  729  0  0 99  0
 1  0  25456 1560788 157060 2946260    0    0     0     8  374  735  0  0 100  0
 0  0  25456 1560540 157060 2946260    0    0     0     0  304  618  0  0 100  0
 0  0  25456 1560416 157060 2946260    0    0     0    50  325  671  0  0 99  0
 0  0  25456 1560760 157060 2946260    0    0     0    10  352  685  0  0 99  0
 0  0  25456 1560508 157060 2946260    0    0     0     8  367  737  0  0 99  0
 0  0  25456 1560508 157060 2946260    0    0     0     0  343  650  0  0 100  0
 0  0  25456 1560384 157060 2946260    0    0     0    14  317  663  0  0 99  0
 0  0  25456 1560260 157060 2946260    0    0     0     0  348  718  1  0 99  0
 0  0  25456 1560136 157060 2946264    0    0     0     0  394  758  1  0 99  0
 0  0  25456 1560480 157060 2946264    0    0     0    10  362  747  0  0 99  0
 0  0  25456 1560376 157060 2946264    0    0     0     0  408  729  1  0 99  0
 1  0  25456 1560432 157060 2946272    0    0     0     0  491  851  1  0 99  0
 0  0  25456 1560088 157060 2946276    0    0     0    10  541  992  1  0 99  0
 0  0  25456 1559964 157060 2946276    0    0     0     0  505  849  3  3 94  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1559848 157060 2946276    0    0     0     6  344  736  0  0 100  0
 0  0  25456 1559848 157060 2946276    0    0     0    10  358  685  1  0 99  0
 0  0  25456 1558436 157060 2946288    0    0     0     0  344  754  1  0 99  0
 0  0  25456 1558212 157060 2946288    0    0     0     0  334  723  1  0 99  0
 0  0  25456 1558056 157060 2946292    0    0     0    24  351  714  0  0 100  0
 0  0  25456 1557964 157060 2946292    0    0     0    42  443  864  1  0 99  0
 0  0  25456 1558436 157060 2946292    0    0     0     0  368  721  1  0 99  0
 0  0  25456 1558452 157060 2946292    0    0     0    24  335  720  0  0 100  0
 0  0  25456 1558328 157060 2946292    0    0     0     0  349  736  1  0 99  0
 0  0  25456 1558700 157060 2946292    0    0     0     0  349  737  0  0 99  0
 0  0  25456 1558700 157060 2946292    0    0     0    24  337  709  1  0 99  0
 0  0  25456 1558544 157060 2946292    0    0     0     0  368  695  0  0 100  0
 0  0  25456 1558452 157060 2946296    0    0     0     0  368  741  0  0 99  0
