procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 485444 6367112 29517584 175822112    0    0     0   265 21792 24410 10  2 88  0  0	
 3  0 485444 6369828 29517584 175822256    0    0     0   946 15820 15350  8  1 91  0  0	
10  0 485444 6371116 29517584 175822336    0    0     0   277 22510 26296 11  1 87  0  0	
 6  0 485444 6331900 29517584 175822384    0    0     0   350 18003 16878 10  2 88  0  0	
 4  0 485444 6331860 29517584 175822528    0    0     0   341 16554 17437  8  1 91  0  0	
 3  0 485444 6332468 29517584 175822592    0    0     0   285 23779 25671 12  2 86  0  0	
 8  0 485444 6332108 29517584 175822656    0    0     0   922 18111 16297  9  2 89  0  0	
 4  0 485444 6342680 29517584 175822816    0    0     0   264 27259 24915 13  5 82  0  0	
 1  0 485444 6367180 29517584 175822848    0    0     0   235 16033 15380  8  2 90  0  0	
 6  0 485444 6368488 29517584 175822912    0    0     0   442 15945 16621  7  1 91  0  0	
 6  0 485444 6437756 29517584 175823008    0    0     0   202 22219 23759 11  2 87  0  0	
 2  0 485444 6436888 29517584 175823152    0    0     0   781 16332 14883  8  2 90  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 485444 6439588 29517584 175823264    0    0     0   326 22026 24722 10  2 88  0  0	
 4  0 485444 6438948 29517584 175823280    0    0     0   364 20656 16152  9  3 88  0  0	
 8  0 485444 6459520 29517584 175823328    0    0     0   404 21658 18598 11  5 84  0  0	
 2  0 485444 6454560 29517584 175825920    0    0  1950   406 22919 24484 12  2 86  0  0	
 3  0 485444 6450692 29517584 175827472    0    0     0   954 14386 13713  7  1 91  0  0	
 6  0 485444 6427564 29517584 175827632    0    0     0   538 24462 25828 12  2 86  0  0	
 4  0 485444 6429536 29517584 175827648    0    0     0   418 17932 16101  9  2 89  0  0	
11  0 485444 6429688 29517584 175827744    0    0     0   538 20549 18725 11  2 87  0  0	
 5  0 485444 6456520 29517584 175827824    0    0     0   196 28203 25405 11  5 84  0  0	
 6  0 485444 6453296 29517584 175827872    0    0     0   688 16479 15154  9  2 89  0  0	
 4  0 485444 6450444 29517584 175828128    0    0     0   263 21574 24602 10  2 88  0  0	
 4  0 485444 6449912 29517584 175828128    0    0     0   276 17240 15690  9  2 89  0  0	
 3  0 485444 6445056 29517584 175828224    0    0     0   478 20035 18501 11  2 87  0  0	
 4  0 485444 6421136 29517584 175828304    0    0     0   233 21712 22549 11  2 87  0  0	
 5  1 485444 6318980 29517584 175828448    0    0     0   693 16912 14672  8  2 89  0  0	
 5  1 485444 6315996 29517584 175828528    0    0     0   240 22272 24457 12  2 86  0  0	
 6  0 485444 6302352 29517584 175828544    0    0     0   356 18239 15683  9  2 89  0  0	
 5  0 485444 6293824 29517584 175828608    0    0     0   505 19342 18251 10  2 88  0  0	
 2  0 485444 6294152 29517584 175828704    0    0     0   246 19656 21707 10  1 88  0  0	
 2  0 485444 6281608 29517584 175828864    0    0     0  1013 18715 16174  9  2 88  0  0	
 3  0 485444 6281068 29517584 175828928    0    0     0   212 23320 24686 12  2 86  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 485444 6276936 29517584 175828960    0    0     4   369 17979 16187  9  2 89  0  0	
 4  0 485444 6308408 29517584 175829024    0    0     0   421 17083 16073 10  2 89  0  0	
 5  0 485444 6310384 29517584 175829120    0    0     0   250 19309 21415  9  1 90  0  0	
 4  0 485444 6308620 29517584 175829264    0    0     0   938 18110 16054  9  2 89  0  0	
 5  0 485444 6310544 29517584 175829344    0    0     0   264 22831 24915 12  2 86  0  0	
 6  0 485444 6313492 29517584 175829344    0    0     0   247 16195 15014  8  2 90  0  0	
 0  0 485444 6316004 29517584 175829424    0    0     0   390 18568 17457 10  2 88  0  0	
12  0 485444 6317168 29517584 175829504    0    0     0   220 21112 23215 11  2 87  0  0	
 4  0 485444 6319448 29517588 175829664    0    0     1   944 15594 14638  8  2 90  0  0	
 5  0 485444 6322252 29517588 175829744    0    0     0   322 20870 23548 10  2 88  0  0	
 9  0 485444 6321904 29517588 175829760    0    0     0   288 16070 14823  8  2 90  0  0	
 2  0 485444 6325660 29517588 175829808    0    0     0   401 16380 15078  9  2 90  0  0	
 4  0 485444 6327368 29517588 175829872    0    0     0   188 19341 20917 11  2 88  0  0	
 6  0 485444 6328896 29517588 175830016    0    0     0   669 14412 13609  7  1 91  0  0	
 8  0 485444 6327716 29517588 175830128    0    0     0   328 21782 23672 10  2 88  0  0	
 5  0 485444 6325068 29517588 175830160    0    0     0   304 21220 17554 11  2 86  0  0	
 3  0 485444 6325888 29517588 175830208    0    0     0   386 15878 14455  8  2 90  0  0	
 4  0 485444 6326576 29517588 175830288    0    0     0   238 21657 23169 11  2 87  0  0	
15  0 485444 6308896 29517588 175830464    0    0     0   628 18708 15377  9  5 87  0  0	
 5  0 485444 6304380 29517588 175830688    0    0     0   278 20414 21947  9  3 88  0  0	
 5  0 485444 6302740 29517588 175830704    0    0     0   274 16191 14589  8  2 90  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  1 485444 6301364 29517588 175830784    0    0     4   526 17574 15818  9  2 89  0  0	
 5  0 485444 6320788 29517588 175830848    0    0     0   172 19392 20735 10  2 88  0  0	
 3  0 485444 6322288 29517588 175830976    0    0     0   630 18191 15694  9  2 88  0  0	
 3  0 485444 6278636 29517588 175831040    0    0     0   282 24298 24142 12  3 86  0  0	
 7  0 485444 6277848 29517588 175831040    0    0     0   246 15903 14445  8  2 90  0  0	
 4  0 485444 6328620 29517588 175831136    0    0     0   538 15419 14196  8  2 90  0  0	
 3  0 485444 6329572 29517588 175831168    0    0     0   224 18343 20998  8  1 90  0  0	
35  0 485444 6316732 29517588 175831328    0    0     1  1083 17044 15285  9  2 89  0  0	
 4  0 485444 6309596 29517588 175831376    0    0     0   222 20760 22475 10  2 88  0  0	
 4  0 485444 6306852 29517588 175831424    0    0     0   336 15645 14178  7  2 91  0  0	
 4  0 485444 6307940 29517588 175831504    0    0     0   432 16970 15563  9  2 90  0  0	
 9  0 485444 6306596 29517588 175831520    0    0     0   216 22130 23038 10  2 88  0  0	
12  0 485444 6301288 29517588 175831680    0    0     0   858 17459 15291  9  2 89  0  0	
 4  0 485444 6300020 29517588 175831728    0    0     0   298 19932 21274 11  2 87  0  0	
 4  0 485444 6276500 29517588 175831776    0    0     0   254 17458 15488  9  2 89  0  0	
 7  0 485444 6227592 29517588 175831856    0    0     0   506 16089 14924  8  2 90  0  0	
 6  0 485444 6219732 29517588 175831872    0    0     0   335 21586 22989 10  2 88  0  0	
12  0 485444 6220052 29517588 175832032    0    0     0   835 18632 16459 10  2 88  0  0	
 3  0 485444 6221072 29517588 175832096    0    0     0   344 18428 20467 10  1 89  0  0	
 5  0 485444 6218484 29517588 175832112    0    0     4   301 14868 13598  7  2 91  0  0	
 3  0 485432 6208132 29517588 175832224    2    0     2   496 16358 14954  9  2 90  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0 485432 6211196 29517588 175832368    0    0     0   352 19150 21415  9  2 90  0  0	
 6  0 485428 6213240 29517588 175832528    0    0     0   874 17553 15676  9  2 89  0  0	
 9  0 485428 6216696 29517588 175832640    0    0     0   422 21851 22031 12  2 86  0  0	
 5  0 485428 6217216 29517588 175832688    0    0     0   324 15382 14309  8  1 91  0  0	
 6  0 485428 6221660 29517588 175832784    0    0     4   386 15851 14841  8  2 90  0  0	
 1  0 485428 6223176 29517588 175832816    0    0     0   250 21027 23203 10  2 89  0  0	
 7  0 485428 6220260 29517588 175832912    0    0     0   678 17421 15836  9  2 89  0  0	
11  0 485428 6220924 29517588 175833072    0    0     0   222 20627 22559 10  2 88  0  0	
 5  0 485428 6203236 29517588 175833120    0    0     0   269 17175 15550 10  2 88  0  0	
 6  0 485428 6201440 29517588 175833184    0    0     0   418 15354 14666  8  2 91  0  0	
 4  0 485428 6192540 29517588 175833216    0    0     0   206 22161 23974 10  2 88  0  0	
 4  0 485428 6196124 29517588 175833360    0    0     0   606 17256 15478  9  2 89  0  0	
 6  0 485428 6193796 29517588 175833408    0    0     0   298 16270 19280  7  1 92  0  0	
 4  0 485428 6191568 29517588 175833440    0    0     0   284 15486 14366  8  2 90  0  0	
 3  0 485428 6191596 29517588 175833536    0    0     4   515 15407 14509  8  1 91  0  0	
 7  0 485428 6167608 29517588 175833568    0    0     0   276 20954 21451 11  2 87  0  0	
 2  0 485428 6166504 29517588 175833712    0    0     0   907 14820 13977  7  2 91  0  0	
 9  0 485428 6194420 29517588 175833760    0    0     0   229 16595 17775  8  2 90  0  0	
 6  0 485428 6194060 29517588 175833792    0    0     0   410 19174 19253 10  2 89  0  0	
 4  0 485428 6193372 29517588 175833872    0    0     0   393 17040 15711  9  2 89  0  0	
10  0 485428 6172492 29517588 175833888    0    0     0   275 20631 21974 11  2 87  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 485428 6161372 29517588 175834048    0    0     0   894 18147 16260 10  2 88  0  0	
 6  0 485428 6161256 29517588 175834112    0    0     0   238 18095 19729  9  2 90  0  0	
 6  0 485428 6162468 29517588 175834144    0    0     0   251 17775 17314  9  2 89  0  0	
 4  0 485428 6160440 29517588 175834224    0    0     0   505 16363 15257  8  2 90  0  0	
 9  0 485428 6158280 29517588 175834240    0    0     0   208 23615 24205 13  2 85  0  0	
 3  0 485428 6154568 29517588 175834416    0    0     0   878 18262 16072 10  2 88  0  0	
 9  0 485428 6157096 29517588 175834464    0    0     0   346 19635 20884 10  2 89  0  0	
 0  0 485428 6149056 29517588 175834592    0    0    44   364 18922 18240  9  2 89  0  0	
 9  0 485428 6173256 29517588 175834688    0    0     0   641 16399 14677  8  2 90  0  0	
 5  0 485428 6174948 29517588 175834688    0    0     0   358 20074 22466  9  2 89  0  0	
 9  0 485428 6174968 29517588 175834848    0    0     0   927 17302 15561 10  2 88  0  0	
10  0 485428 6183080 29517588 175834960    0    0     0   302 21630 22134 11  2 87  0  0	
 3  0 485420 6180384 29517588 175835008    0    0     0   396 19078 18555  9  2 89  0  0	
 6  0 485420 6185916 29517588 175835104    0    0     0   412 15006 14250  8  2 91  0  0	
 1  0 485420 6185840 29517588 175835136    0    0     0   316 21616 23610 11  2 87  0  0	
 4  0 485420 6189668 29517588 175835328    0    0     0   716 15217 14255  7  2 91  0  0	
 8  0 485420 6201072 29517588 175835392    0    0    56   281 19070 19225 10  2 89  0  0	
 6  0 485420 6197300 29517588 175835440    0    0     0   218 18369 18159  9  2 89  0  0	
 3  0 485420 6200068 29517588 175835520    0    0     0   414 15384 14205  8  2 91  0  0	
 3  0 485420 6157252 29517588 175835536    0    0     0   319 21512 23000 11  2 87  0  0	
18  0 485420 6183120 29517588 175835680    0    0     0   708 17892 15891  9  2 89  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0 485420 6183952 29517588 175835744    0    0     0   268 16028 15880  9  1 89  0  0	
 7  0 485420 6183224 29517588 175835776    0    0     0   325 17884 19259  8  2 90  0  0	
 3  0 485420 6187028 29517588 175835872    0    0     0   476 18696 16589 10  2 88  0  0	
 9  0 485420 6185780 29517588 175835872    0    0     0   218 20251 22420 10  2 89  0  0	
 2  0 485420 6187108 29517588 175836032    0    0     0   925 16368 14873  9  2 90  0  0	
 5  0 485420 6182092 29517588 175836080    0    0     4   338 19210 19018 10  2 88  0  0	
 2  0 485420 6176832 29517588 175836128    0    0     0   470 21602 21271 11  2 87  0  0	
 1  0 485420 6178348 29517588 175836208    0    0     0   415 15682 14444  9  2 89  0  0	
 5  0 485420 6206776 29517588 175836224    0    0     0   274 19037 21009  9  1 90  0  0	
 8  0 485420 6208596 29517588 175836368    0    0     0   970 15808 14543  8  2 90  0  0	
 8  0 485420 6208092 29517588 175836416    0    0     0   228 17851 17961  9  2 89  0  0	
 7  0 485420 6207316 29517588 175836480    0    0     0   536 18197 19305  9  2 90  0  0	
 5  0 485420 6208116 29517588 175836544    0    0     0   506 16721 15626  8  2 90  0  0	
 5  0 485420 6271280 29517588 175836576    0    0     0   205 19615 20811 11  1 88  0  0	
 7  0 485420 6268976 29517588 175836736    0    0     0   837 15671 14352  8  2 90  0  0	
13  1 485420 6266716 29517588 175836800    0    0     0   332 16472 16366  8  2 90  0  0	
10  0 485420 6267896 29517588 175836832    0    0     0   281 18394 19923  9  2 90  0  0	
 8  0 485420 6267528 29517588 175836912    0    0     0   440 16875 15602  9  2 89  0  0	
 4  0 485420 6268096 29517588 175836928    0    0     0   292 18471 21072 10  1 89  0  0	
 5  0 485420 6268644 29517588 175837088    0    0     0   910 16711 15256  8  2 90  0  0	
16  0 485420 6271692 29517588 175837200    0    0     0   256 18600 17723  9  2 89  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 485420 6268592 29517588 175837248    0    0     0   384 18081 19796  8  2 90  0  0	
 3  0 485420 6271756 29517588 175837328    0    0     0   421 16984 15628  9  2 90  0  0	
 4  0 485420 6268472 29517588 175837376    0    0     0   248 21622 23037 11  2 87  0  0	
 2  0 485420 6263368 29517588 175837568    0    0     0   690 18116 16194  9  2 89  0  0	
 7  0 485420 6264976 29517588 175837632    0    0     0   182 15233 14202  8  2 90  0  0	
 7  0 485420 6305396 29517588 175837680    0    0     0   278 23123 24529 11  2 87  0  0	
 6  0 485420 6304800 29517588 175837760    0    0     0   412 13303 12841  6  1 92  0  0	
 3  0 485420 6285580 29517588 175837776    0    0     4   268 20097 22073  9  2 89  0  0	
 4  0 485420 6294324 29517588 175837920    0    0     0   674 18000 16064 10  2 88  0  0	
16  0 485420 6292256 29517588 175837968    0    0     0   246 16115 14660  8  2 90  0  0	
 7  0 485420 6289424 29517588 175838016    0    0     0   299 22865 22881 13  2 85  0  0	
11  0 485420 6310684 29517588 175838112    0    0     0   496 18693 16572 10  2 88  0  0	
 5  0 485420 6311640 29517588 175838112    0    0     0   241 19296 21478  9  2 89  0  0	
 3  0 485420 6315076 29517588 175838272    0    0     0   936 15500 14374  8  2 91  0  0	
 9  0 485420 6317344 29517588 175838304    0    0     0   262 15306 13888  8  2 90  0  0	
 5  1 485420 6306312 29517588 175838352    0    0     0   497 21971 23152 12  2 86  0  0	
10  0 485420 6308644 29517588 175838432    0    0     0   364 17332 15707  9  2 89  0  0	
 2  0 485420 6311352 29517588 175838448    0    0     0   280 21218 22446 10  2 88  0  0	
 5  0 485420 6310716 29517588 175838608    0    0     0   992 14164 12929  6  2 92  0  0	
 5  0 485420 6307496 29517588 175838656    0    0     0   278 17684 15592  9  2 89  0  0	
 7  0 485420 6309496 29517588 175838688    0    0     0   318 18399 21601  8  1 91  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 485420 6308604 29517588 175838736    0    0     0   400 16222 15288  8  2 90  0  0	
 8  0 485420 6302012 29517588 175838800    0    0     0   332 25127 26168 14  2 84  0  0	
 3  0 485420 6300704 29517588 175838960    0    0     0  1049 17634 15769  9  2 89  0  0	
 7  1 485420 6305432 29517588 175839024    0    0     0   312 14239 13589  7  1 91  0  0	
 4  0 485420 6304344 29517588 175839056    0    0     0   358 18885 21881  8  2 90  0  0	
 9  0 485420 6310924 29517588 175839120    0    0     0   398 18028 16051 10  2 88  0  0	
10  0 485420 6301944 29517588 175839152    0    0     0   250 19252 21155 10  2 88  0  0	
 5  0 485420 6302612 29517588 175839296    0    0     0   988 16189 14789  8  2 90  0  0	
 4  0 485420 6305360 29517588 175839408    0    0     0   330 18748 16328 10  2 88  0  0	
 4  0 485420 6311292 29517588 175839456    0    0     0   557 20581 22679  9  2 89  0  0	
 7  0 485420 6312564 29517588 175839552    0    0     0   430 16864 15315  9  2 90  0  0	
 3  0 485420 6313208 29517588 175839584    0    0     0   318 23098 25003 12  2 86  0  0	
 5  0 485420 6315544 29517588 175839792    0    0     0   684 14327 13914  7  1 91  0  0	
 5  0 485420 6316828 29517588 175839824    0    0     0   230 16130 14695  9  2 90  0  0	
 6  0 485420 6317844 29517588 175839872    0    0     0   295 20649 23245 10  2 89  0  0	
 8  0 485420 6314068 29517588 175839968    0    0     0   496 16111 14706  8  2 90  0  0	
 5  0 485420 6330300 29517588 175839984    0    0     0   231 21134 22934 10  2 88  0  0	
 8  0 485420 6318868 29517588 175840128    0    0     0   753 18129 15706  9  2 89  0  0	
 0  0 485420 6319636 29517588 175840176    0    0     0   356 19369 16729 11  2 87  0  0	
 5  0 485420 6312524 29517588 175840224    0    0     0   357 21312 23479 11  2 87  0  0	
 5  0 485420 6307368 29517588 175840320    0    0     0   470 16620 15351  9  2 89  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 485420 6309232 29517588 175840448    0    0     0   286 20173 22623 10  2 89  0  0	
 3  0 485420 6307944 29517588 175840608    0    0     0   896 17721 15756  9  2 89  0  0	
 2  0 485420 6307752 29517588 175840848    0    0    98   206 15937 14318  8  2 90  0  0	
 4  0 485420 6302752 29517588 175840896    0    0     0   420 23762 24625 11  2 86  0  0	
 4  0 485420 6305072 29517588 175840976    0    0     0   380 15545 14566  8  2 91  0  0	
 3  0 485420 6304740 29517588 175840992    0    0     0   230 22560 23864 12  2 86  0  0	
 2  0 485420 6303128 29517588 175841136    0    0     0  1036 17873 15813  9  2 89  0  0	
 6  0 485420 6304616 29517588 175841184    0    0     0   242 16661 14915  9  2 89  0  0	
 3  0 485420 6304620 29517588 175841232    0    0     0   422 22088 24389 11  2 88  0  0	
12  0 485420 6307076 29517588 175841312    0    0     0   388 14380 14057  7  1 92  0  0	
 3  0 485420 6305492 29517588 175841344    0    0     0   252 22465 24640 12  2 86  0  0	
12  0 485420 6305696 29517588 175841504    0    0     0   939 15667 14459  8  1 90  0  0	
 3  0 485420 6297168 29517588 175841568    0    0     0   392 17881 15872  9  2 89  0  0	
 4  0 485420 6218248 29517588 175841616    0    0     0   482 24481 26266 11  3 86  0  0	
 3  0 485420 6218508 29517588 175841696    0    0     0   398 16290 14903  9  2 90  0  0	
 3  0 485420 6219848 29517588 175841696    0    0     0   278 21833 23929 12  2 87  0  0	
 5  0 485420 6220844 29517588 175841856    0    0     0   976 16440 15288  8  2 90  0  0	
 4  0 485420 6226180 29517588 175841968    0    0     0   252 14983 13968  7  2 91  0  0	
 8  0 485420 6203488 29517588 175842016    0    0     0   362 23017 24276 11  2 87  0  0	
 0  0 485420 6208364 29517588 175842096    0    0     0   341 18209 16343 10  2 88  0  0	
 5  0 485420 6192740 29517588 175842144    0    0     4   294 20603 23868  9  2 89  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 485420 6193816 29517588 175842336    0    0     0   631 15724 14749  8  2 91  0  0	
 5  0 485420 6183764 29517588 175842400    0    0     0   337 19191 16510 11  2 87  0  0	
11  0 485420 6162716 29517588 175842448    0    0     0   438 24317 25034 14  2 84  0  0	
 6  0 485420 6154764 29517588 175842496    0    0     0   500 17027 15309  9  2 89  0  0	
 7  0 485420 6173360 29517588 175842544    0    0     0   258 21700 23721 10  2 88  0  0	
 8  0 485420 6170840 29517588 175842688    0    0     0   705 17144 15191  9  2 89  0  0	
 9  0 485420 6171916 29517588 175842752    0    0     0   272 17314 15306  9  2 89  0  0	
 6  0 485420 6172232 29517588 175842752    0    0     0   280 22630 24511 12  2 86  0  0	
 1  0 485420 6174028 29517588 175842864    0    0     0   552 15985 14998  8  2 90  0  0	
 8  0 485420 6174704 29517588 175842880    0    0     0   360 21957 23769 11  2 87  0  0	
 3  0 485420 6171472 29517588 175843040    0    0     0  1001 15576 14318  8  2 90  0  0	
 8  0 485420 6168580 29517588 175843072    0    0     0   252 16383 14574  8  2 90  0  0	
 5  0 485420 6163452 29517588 175843104    0    0     0   476 22752 23825 11  2 87  0  0	
 3  0 485420 6165680 29517588 175843200    0    0     0   332 15576 14553  8  2 90  0  0	
 5  0 485420 6165296 29517588 175843216    0    0     0   240 18953 20684 10  2 89  0  0	
 4  0 485420 6162092 29517588 175843360    0    0     0   942 16583 14916  8  2 90  0  0	
 4  0 485420 6162688 29517588 175843424    0    0     0   318 14633 13766  8  1 91  0  0	
 4  0 485420 6158892 29517588 175843456    0    0     0   336 22938 24628 11  2 87  0  0	
 3  0 485420 6158572 29517588 175843552    0    0     0   436 16915 15563  9  2 89  0  0	
 1  0 485420 6153200 29517588 175843552    0    0     0   284 22076 24354 10  2 88  0  0	
 3  0 485420 6153420 29517588 175843600    0    0     0   842 15665 14657  8  2 90  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 485420 6154932 29517588 175843776    0    0     0   418 17286 15236 11  2 88  0  0	
12  0 485420 6150880 29517588 175843824    0    0     0   420 23350 24788 11  2 87  0  0	
 8  0 485412 6167772 29517588 175843904    4    0     4   462 18405 16235 10  2 88  0  0	
 9  0 485412 6171060 29517588 175843936    0    0     0   372 22487 24037 11  2 87  0  0	
10  0 485412 6173208 29517588 175844080    0    0     0   818 14086 13191  7  1 92  0  0	
 5  0 485412 6198056 29517588 175844208    0    0     0   312 17989 15131  9  4 88  0  0	
 6  0 485412 6197764 29517588 175844240    0    0     0   459 20978 21958 12  2 87  0  0	
 3  0 485412 6199268 29517588 175844336    0    0     0   408 18813 16816 10  2 88  0  0	
 8  0 485412 6199164 29517588 175844352    0    0     0   312 22034 25071 10  2 88  0  0	
10  0 485412 6166624 29517588 175844576    0    0     0   718 18636 16655 10  2 88  0  0	
 6  0 485412 6167460 29517588 175844608    0    0     0   202 15975 14468  9  2 90  0  0	
 5  0 485412 6168076 29517588 175844656    0    0     0   333 24930 23339  9  5 87  0  0	
 5  0 485412 6183468 29517588 175844736    0    0     0   444 21934 15936  9  5 86  0  0	
 7  1 485412 6181700 29517588 175844768    0    0     0   216 30314 23885 12  5 83  0  0	
 9  0 485412 6188104 29517588 175844896    0    0     0   627 18656 14512  8  5 88  0  0	
 4  0 485412 6181792 29517588 175844944    0    0     0   280 16368 14488  8  4 88  0  0	
 6  0 485412 6190400 29517588 175844992    0    0     0   318 23611 25339 11  2 87  0  0	
 3  0 485412 6192528 29517588 175845088    0    0     0   537 18008 16137 10  2 88  0  0	
 4  0 485412 6175576 29517588 175845104    0    0     4   384 18638 21455  9  2 90  0  0	
 4  0 485412 6177396 29517588 175845248    0    0     0   896 18162 15941 10  2 88  0  0	
 7  0 485412 6155052 29517588 175845344    0    0    24   433 18189 15468 10  3 87  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0 485412 6146568 29517588 175845392    0    0     0   418 29121 25410 14  5 81  0  0	
 9  0 485412 6156656 29517588 175845472    0    0     0   342 21033 15223  8  5 87  0  0	
 2  0 485412 6121832 29517588 175845472    0    0     0   266 19271 21066  8  2 90  0  0	
 6  0 485412 6141312 29517588 175845632    0    0     0   510 17531 15630  9  2 89  0  0	
12  0 485412 6137060 29517588 175845680    0    0     0   964 15266 13852  8  2 91  0  0	
 6  0 485412 6134040 29517588 175845728    0    0     0   286 20185 22305 11  2 87  0  0	
 4  0 485412 6128600 29517588 175845808    0    0     0   484 18360 16334  9  2 89  0  0	
10  0 485412 6125588 29517588 175845824    0    0     0   316 21586 23294 10  2 88  0  0	
 6  0 485412 6121832 29517588 175845856    0    0     0   424 17764 15942  9  2 89  0  0	
 1  0 485412 6124156 29517588 175846048    0    0     0   847 15339 14025  8  2 91  0  0	
 9  0 485412 6116208 29517588 175846096    0    0     0   468 20926 23232  9  2 89  0  0	
 4  0 485412 6122296 29517588 175846176    0    0     0   466 18267 16235 10  2 88  0  0	
12  0 485412 6124080 29517588 175846176    0    0     0   320 22843 23911 13  2 85  0  0	
 2  0 485412 6108056 29517588 175846336    0    0     4   434 16168 14607  8  2 90  0  0	
 6  0 485412 6110772 29517588 175846464    0    0     0   696 13598 12961  7  1 92  0  0	
 8  0 485412 6114796 29517588 175846496    0    0     0   440 20093 22287  9  2 89  0  0	
 3  0 485412 6119144 29517588 175846592    0    0     0   342 16004 14885  8  2 90  0  0	
 4  0 485412 6125536 29517588 175846624    0    0     0   336 21299 23812 10  2 89  0  0	
 4  0 485412 6125632 29517588 175846832    0    0     0   561 17173 15505  9  2 89  0  0	
 8  0 485412 6128504 29517588 175846880    0    0     0   380 16578 14970  9  2 89  0  0	
 5  0 485412 6128564 29517588 175846928    0    0     0   351 19995 21079 11  2 87  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 485412 6130956 29517588 175847008    0    0     0   406 16135 14837  8  2 90  0  0	
 6  0 485412 6131772 29517588 175847024    0    0     0   218 19852 22266  9  2 89  0  0	
 2  0 485412 6133284 29517588 175847168    0    0     0   405 18083 15998 10  2 88  0  0	
 6  0 485412 6134400 29517588 175847216    0    0     0   864 17554 15540 10  2 88  0  0	
 4  0 485412 6132404 29517588 175847264    0    0     0   350 21315 23025 10  2 88  0  0	
 6  0 485412 6134664 29517588 175847344    0    0     0   437 16604 15076  9  2 89  0  0	
 5  0 485412 6097464 29517588 175847360    0    0     0   272 21786 22475 13  2 85  0  0	
 1  0 485412 6084624 29517588 175847520    0    0     4   328 16802 14974  9  2 89  0  0	
 6  0 485412 6082968 29517588 175847552    0    0     0   888 14698 13358  7  2 91  0  0	
 8  0 485412 6077656 29517588 175847600    0    0     0   452 20564 22122 10  2 88  0  0	
 6  0 485412 6075056 29517588 175847680    0    0     0   542 17623 15724 10  2 88  0  0	
 6  0 485412 6044400 29517588 175847856    0    0    80   282 29529 25781 12  5 83  0  0	
 6  0 485412 6058388 29517588 175848000    0    0     0   362 20226 16574 10  4 85  0  0	
 8  0 485412 5966936 29517588 175848048    0    0     0   808 16329 14230 10  2 88  0  0	
 6  0 485412 5966588 29517588 175848096    0    0     0   285 20513 22856 10  2 88  0  0	
 5  0 485412 5969352 29517588 175848176    0    0     0   468 16097 14912  8  2 90  0  0	
 5  0 485412 5967940 29517588 175848192    0    0     0   246 20873 22728 10  2 88  0  0	
 0  0 485412 5965176 29517588 175848352    0    0     0   401 17849 15984 10  2 88  0  0	
 6  0 485412 5956308 29517588 175848416    0    0     0   790 18544 16316 10  2 88  0  0	
10  0 485412 5911828 29517588 175848448    0    0     0   416 18019 19454 10  2 88  0  0	
 4  0 485412 5900812 29517588 175848512    0    0     0   410 15974 14962  9  2 90  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 485412 5901172 29517588 175848544    0    0     0   328 20080 22042 10  2 89  0  0	
 1  0 485412 5890596 29517588 175848688    0    0     4   460 18731 16372 10  2 88  0  0	
