procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25456 1326676 156928 2927380    0    0     0     0  337  725  1  0 99  0
 0  0  25456 1326552 156928 2927380    0    0     0     0  300  600  1  0 99  0
 0  0  25456 1325544 156928 2927388    0    0     0     8  404  834  1  1 99  0
 0  0  25456 1325008 156928 2927392    0    0     0    20  347  726  1  0 99  0
 0  0  25456 1325008 156928 2927396    0    0     0     0  334  696  0  0 99  0
 0  0  25456 1325008 156928 2927396    0    0     0    36  331  699  1  0 99  0
 0  0  25456 1325620 156928 2927396    0    0     0     0  323  655  0  0 99  0
 0  0  25456 1325560 156928 2927392    0    0     0     0  525  940  4  3 93  0
 1  0  25456 1326180 156928 2927392    0    0     0    28  329  681  0  0 99  0
 2  0  25456 1326056 156928 2927392    0    0     0     0  379  780  1  1 99  0
 0  0  25456 1326056 156928 2927392    0    0     0     0  353  732  1  0 99  0
 0  0  25456 1325808 156928 2927392    0    0     0     6  315  604  1  0 99  0
 0  0  25456 1325716 156928 2927396    0    0     0     0  408  771  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25456 1325716 156928 2927396    0    0     0    12  325  706  1  0 99  0
 0  0  25456 1326212 156928 2927396    0    0     0    14  362  747  1  0 99  0
 0  0  25456 1326180 156928 2927396    0    0     0    44  329  668  0  0 99  0
 0  0  25456 1326180 156928 2927396    0    0     0     0  319  615  0  0 99  0
 0  0  25456 1326056 156928 2927396    0    0     0     6  387  755  1  0 99  0
 0  0  25456 1325932 156928 2927396    0    0     0     4  342  703  1  0 99  0
 0  0  25456 1325900 156928 2927396    0    0     0     0  332  706  1  0 99  0
 2  0  25456 1326416 156928 2927396    0    0     0    30  325  702  1  0 99  0
 0  0  25456 1326520 156928 2927396    0    0     0     0  309  596  1  0 99  0
 1  0  25456 1326396 156928 2927396    0    0     0     0  431  767  2  2 96  0
 0  0  25456 1326180 156928 2927396    0    0     0    18  410  779  2  2 96  0
 0  0  25456 1325280 156928 2927396    0    0     0     0  559  975  2  0 98  0
 0  0  25456 1325128 156928 2927400    0    0     0     2  336  708  1  0 99  0
 0  0  25456 1324972 156928 2927400    0    0     0    10  321  611  1  0 99  0
 0  0  25456 1325120 156928 2927400    0    0     0     0  452  838  1  0 99  0
 0  0  25456 1324964 156928 2927400    0    0     0     0  345  718  1  0 99  0
 0  0  25456 1324840 156928 2927400    0    0     0    10  371  758  1  0 99  0
 0  0  25456 1324600 156928 2927400    0    0     0     0  331  686  1  0 99  0
 0  0  25456 1324600 156928 2927400    0    0     0     0  340  633  1  0 99  0
 0  0  25456 1322972 156928 2927408    0    0     0    10  394  809  1  0 99  0
 0  0  25456 1323428 156928 2927412    0    0     0    12  347  725  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1323428 156928 2927412    0    0     0     0  334  697  1  0 99  0
 0  0  25456 1323304 156928 2927412    0    0     0    22  342  721  1  0 99  0
 0  0  25456 1323900 156928 2927412    0    0     0     0  348  694  1  0 99  0
 0  0  25456 1323980 156928 2927408    0    0     0     0  345  743  0  0 99  0
 0  0  25456 1323980 156928 2927408    0    0     0    44  512  829  4  4 93  0
 0  0  25456 1324324 156928 2927408    0    0     0     0  374  763  1  0 99  0
 0  0  25456 1324352 156928 2927408    0    0     0     4  339  719  0  0 99  0
 0  0  25456 1324352 156928 2927408    0    0     0    16  310  602  0  0 100  0
 0  0  25456 1324260 156928 2927412    0    0     0     0  402  805  0  0 100  0
 0  0  25456 1323980 156928 2927412    0    0     0    12  346  737  1  0 99  0
 0  0  25456 1323980 156928 2927412    0    0     0    14  350  733  1  0 99  0
 0  0  25456 1323856 156928 2927412    0    0     0     0  310  628  0  0 100  0
 0  0  25456 1323764 156928 2927412    0    0     0     0  339  730  1  0 99  0
 8  0  25456 1324352 156928 2927412    0    0     0     6  366  752  1  0 99  0
 0  0  25456 1324228 156928 2927412    0    0     0     4  342  712  1  0 99  0
 0  0  25456 1324228 156928 2927412    0    0     0     0  350  741  1  0 99  0
 0  0  25456 1324104 156928 2927412    0    0     0    36  288  586  0  0 100  0
 0  0  25456 1323980 156928 2927416    0    0     0     0  363  751  1  0 99  0
 0  0  25456 1323952 156928 2927420    0    0     0     0  439  848  1  0 99  0
 0  0  25456 1324200 156928 2927420    0    0     0     8  482  836  3  4 93  0
 0  0  25456 1324200 156928 2927420    0    0     0     0  360  719  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1324076 156928 2927420    0    0     0    20  321  620  0  0 100  0
 0  0  25456 1323796 156928 2927420    0    0     0    10  330  702  1  0 99  0
 0  0  25456 1323696 156928 2927428    0    0     0     0  459  816  1  0 99  0
 0  0  25456 1323448 156928 2927428    0    0     0     0  325  701  1  0 99  0
 0  0  25456 1323792 156928 2927428    0    0     0    12  355  697  1  0 99  0
 0  0  25456 1323944 156928 2927428    0    0     0     4  314  614  0  0 99  0
 0  0  25456 1323788 156928 2927428    0    0     0     0  334  700  1  0 99  0
 0  0  25456 1322192 156928 2927432    0    0     0    14  435  860  1  1 99  0
 0  0  25456 1321788 156928 2927436    0    0     0     0  358  723  1  0 99  0
 0  0  25456 1321788 156928 2927436    0    0     0     0  333  693  0  0 100  0
 0  0  25456 1321664 156928 2927436    0    0     0    24  324  620  0  0 99  0
 0  0  25456 1322896 156928 2927436    0    0     0     0  327  728  0  0 99  0
 0  0  25456 1322928 156928 2927432    0    0     0     0  354  720  0  0 99  0
 0  0  25456 1322804 156928 2927432    0    0     0    42  493  904  4  3 93  0
 0  0  25456 1322804 156928 2927432    0    0     0     0  367  750  1  0 99  0
 0  0  25456 1322680 156928 2927432    0    0     0     0  309  607  0  0 99  0
 0  0  25456 1322556 156928 2927432    0    0     0     6  310  657  1  0 99  0
 0  0  25456 1323084 156928 2927436    0    0     0     0  426  817  0  0 99  0
 0  0  25456 1323084 156928 2927436    0    0     0    34  340  707  0  0 99  0
 0  0  25456 1323084 156928 2927436    0    0     0    26  343  703  1  0 99  0
 0  0  25456 1323084 156928 2927436    0    0     0     0  296  596  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1323084 156928 2927436    0    0     0     0  319  681  1  0 99  0
 0  0  25456 1322960 156928 2927436    0    0     0     6  381  741  1  0 99  0
 0  0  25456 1323132 156928 2927436    0    0     0     6  375  764  0  0 99  0
 0  0  25456 1323208 156928 2927436    0    0     0     0  346  702  1  0 99  0
 0  0  25456 1323084 156928 2927436    0    0     0     6  292  580  0  0 100  0
 0  0  25456 1322868 156928 2927436    0    0     0     0  331  710  0  0 100  0
 0  0  25456 1322836 156928 2927436    0    0     0     0  360  726  0  0 99  0
 1  0  25456 1322836 156928 2927436    0    0     0     6  448  814  2  2 96  0
 0  0  25456 1323056 156928 2927436    0    0     0     0  383  741  2  1 97  0
 0  0  25456 1322960 156928 2927436    0    0     0    32  327  614  0  0 99  0
 0  0  25456 1322836 156928 2927436    0    0     0     6  329  707  0  0 100  0
 0  0  25456 1322600 156928 2927436    0    0     0     0  460  829  1  0 99  0
 0  0  25456 1322228 156928 2927440    0    0     0     0  314  689  0  0 99  0
 0  0  25456 1322228 156928 2927440    0    0     0    12  351  697  1  0 99  0
 0  0  25456 1322104 156928 2927440    0    0     0    22  303  597  0  0 100  0
 0  0  25456 1321948 156928 2927440    0    0     0     0  356  726  1  0 99  0
 0  0  25456 1321104 156928 2927444    0    0     0    14  394  795  0  0 99  0
 0  0  25456 1320692 156928 2927448    0    0     0     0  367  765  1  0 99  0
 0  0  25456 1320568 156928 2927448    0    0     0     0  313  605  0  0 100  0
 0  0  25456 1320444 156928 2927448    0    0     0    24  324  692  0  0 99  0
 0  0  25456 1320320 156928 2927448    0    0     0     0  341  704  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25456 1321088 156928 2927444    0    0     0     0  349  750  1  0 99  0
 0  0  25456 1321916 156928 2927448    0    0     0    18  349  726  1  0 99  0
 0  0  25456 1321924 156928 2927448    0    0     0     0  493  745  4  3 93  0
 0  0  25456 1321924 156928 2927448    0    0     0     0  344  740  1  0 99  0
 0  0  25456 1321924 156928 2927448    0    0     0    10  337  713  1  0 99  0
 0  0  25456 1321768 156928 2927452    0    0     0     0  446  835  1  0 99  0
 0  0  25456 1321768 156928 2927452    0    0     0    32  342  712  1  0 99  0
 0  0  25456 1321612 156928 2927452    0    0     0    14  323  606  1  0 99  0
 0  0  25456 1322108 156928 2927452    0    0     0     0  323  707  0  0 100  0
 0  0  25456 1321984 156928 2927452    0    0     0     0  332  713  0  0 99  0
 0  0  25456 1321860 156928 2927452    0    0     0     6  360  735  1  0 99  0
 0  0  25456 1321860 156928 2927452    0    0     0    28  362  750  1  0 99  0
 0  0  25456 1321736 156928 2927452    0    0     0     0  326  623  1  0 99  0
 0  0  25456 1321612 156928 2927452    0    0     0    12  335  719  1  0 99  0
 0  0  25456 1322300 156928 2927452    0    0     0     0  326  692  0  1 99  0
 0  0  25456 1322068 156928 2927452    0    0     0     0  326  706  0  0 100  0
 0  0  25456 1321944 156928 2927452    0    0     0    14  346  745  1  0 99  0
 1  0  25456 1321944 156928 2927452    0    0     0     0  444  696  3  3 94  0
 0  0  25456 1321820 156928 2927452    0    0     0     0  338  726  0  0 99  0
 0  0  25456 1321696 156928 2927452    0    0     0     6  342  729  0  0 99  0
 0  0  25456 1321792 156928 2927456    0    0     0     0  458  840  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1321792 156928 2927456    0    0     0     0  330  735  0  0 99  0
 0  0  25456 1321668 156928 2927456    0    0     0    12  329  607  0  0 99  0
 0  0  25456 1321668 156928 2927456    0    0     0    18  335  714  1  0 99  0
 0  0  25456 1321544 156928 2927456    0    0     0     0  353  730  1  0 99  0
 0  0  25456 1321336 156928 2927460    0    0     0    10  388  798  0  0 99  0
 0  0  25456 1319796 156928 2927464    0    0     0     0  386  840  1  0 99  0
 0  0  25456 1319916 156928 2927464    0    0     0     0  318  619  0  0 100  0
 0  0  25456 1319792 156928 2927464    0    0     0    44  328  701  1  0 99  0
 0  0  25456 1319792 156928 2927464    0    0     0     0  349  719  1  0 99  0
 0  0  25456 1320592 156928 2927460    0    0     0     0  348  771  1  0 99  0
 0  0  25456 1320592 156928 2927460    0    0     0    22  333  728  0  0 100  0
 0  0  25456 1320560 156928 2927460    0    0     0     0  445  706  3  4 94  0
 0  0  25456 1321180 156928 2927460    0    0     0     2  363  774  0  0 99  0
 0  0  25456 1321056 156928 2927460    0    0     0     6  356  741  1  0 99  0
 0  0  25456 1321088 156928 2927464    0    0     0     0  420  823  1  0 99  0
 0  0  25456 1320964 156928 2927464    0    0     0    10  333  714  0  0 100  0
 0  0  25456 1320840 156928 2927464    0    0     0    16  326  617  1  0 99  0
 0  0  25456 1320684 156928 2927464    0    0     0     0  372  794  0  0 99  0
 0  0  25456 1320560 156928 2927464    0    0     0     0  358  751  0  0 100  0
 0  0  25456 1320952 156928 2927464    0    0     0     8  357  765  0  0 100  0
 0  0  25456 1320980 156928 2927464    0    0     0    32  350  650  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0  25456 1320700 156928 2927464    0    0     0     0  355  736  1  0 99  0
 0  0  25456 1320700 156928 2927464    0    0     0     6  379  787  1  0 99  0
 0  0  25456 1320700 156928 2927464    0    0     0     0  325  702  0  0 99  0
 0  0  25456 1320576 156928 2927464    0    0     0     0  354  740  0  0 100  0
 0  0  25456 1320296 156928 2927468    0    0     0    30  321  627  0  0 100  0
 1  0  25456 1320576 156928 2927468    0    0     0     0  456  787  3  2 94  0
 0  0  25456 1320452 156928 2927468    0    0     0     0  358  764  1  1 98  0
 0  0  25456 1320452 156928 2927468    0    0     0     8  331  695  0  0 99  0
 0  0  25456 1320196 156928 2927476    0    0     0     0  474  859  1  0 99  0
 0  0  25456 1320072 156928 2927476    0    0     0     4  314  631  0  0 100  0
 0  0  25456 1319948 156928 2927476    0    0     0    16  482  869  1  0 98  0
 0  0  25456 1320288 156928 2927476    0    0     0     4  373  788  0  0 99  0
 0  0  25456 1320172 156928 2927476    0    0     0     0  349  743  1  0 99  0
 0  0  25456 1318636 156928 2927488    0    0     0    28  392  810  1  1 99  0
 0  0  25456 1318628 156928 2927488    0    0     0     0  325  628  0  0 100  0
 0  0  25456 1318412 156928 2927492    0    0     0     0  466  856  1  0 99  0
 0  0  25456 1318288 156928 2927492    0    0     0    14  322  682  0  0 100  0
 0  0  25456 1319460 156928 2927492    0    0     0     0  368  786  1  0 99  0
 0  0  25456 1319644 156928 2927488    0    0     0     0  368  737  1  0 99  0
 0  0  25456 1319584 156928 2927488    0    0     0    38  441  762  1  0 99  0
 0  0  25456 1319556 156928 2927496    0    0     0     0  368  745  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1319308 156928 2927496    0    0     0    22  466  827  3  4 93  0
 0  0  25456 1319308 156928 2927496    0    0     0    12  336  705  1  0 99  0
 0  0  25456 1320108 156928 2927500    0    0     0     0  474  916  1  0 99  0
 0  0  25456 1320240 156928 2927500    0    0     0    10  302  608  0  0 100  0
 0  0  25456 1320116 156928 2927500    0    0     0    20  350  722  0  0 99  0
 0  0  25456 1319992 156928 2927500    0    0     0     2  326  714  0  0 100  0
 0  0  25456 1319992 156928 2927500    0    0     0     0  345  727  1  0 99  0
 0  0  25456 1319836 156928 2927500    0    0     0     6  365  748  0  0 99  0
 0  0  25456 1319744 156928 2927500    0    0     0    14  328  648  0  0 100  0
 0  0  25456 1319868 156928 2927500    0    0     0     0  346  727  0  0 99  0
 0  0  25456 1319744 156928 2927500    0    0     0    18  318  690  0  0 100  0
 0  0  25456 1319712 156928 2927500    0    0     0     0  345  738  0  0 99  0
 0  0  25456 1319588 156928 2927500    0    0     0     0  367  753  0  0 100  0
 0  0  25456 1319340 156928 2927500    0    0     0     8  324  640  0  0 99  0
 0  0  25456 1319184 156928 2927500    0    0     0     0  340  715  1  0 99  0
 0  0  25456 1319804 156928 2927500    0    0     0    36  488  875  3  3 94  0
 0  0  25456 1319804 156928 2927500    0    0     0    12  328  693  0  0 99  0
 0  0  25456 1319644 156928 2927504    0    0     0     0  424  724  1  0 99  0
 0  0  25456 1319520 156928 2927504    0    0     0    14  323  703  0  0 99  0
 0  0  25456 1319364 156928 2927504    0    0     0    14  351  730  1  0 99  0
 0  0  25456 1319248 156928 2927504    0    0     0     0  325  690  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1319164 156928 2927504    0    0     0     0  348  730  1  0 99  0
 0  0  25456 1318024 156928 2927512    0    0     0    10  358  690  0  0 99  0
 1  0  25456 1318024 156928 2927516    0    0     0     2  378  763  1  0 99  0
 0  0  25456 1317900 156928 2927516    0    0     0     0  347  696  1  0 99  0
 0  0  25456 1317808 156928 2927520    0    0     0    24  329  704  0  0 100  0
 0  0  25456 1318768 156928 2927516    0    0     0     0  347  746  0  0 99  0
 0  0  25456 1318792 156928 2927516    0    0     0     0  328  609  0  0 100  0
 0  0  25456 1318792 156928 2927516    0    0     0    28  336  723  0  0 100  0
 0  0  25456 1319684 156928 2927516    0    0     0     0  337  699  1  0 99  0
 0  0  25456 1319536 156928 2927516    0    0     0     0  450  807  4  3 93  0
 0  0  25456 1319536 156928 2927520    0    0     0     6  352  726  0  0 99  0
 0  0  25456 1319444 156928 2927520    0    0     0     0  363  669  0  0 100  0
 0  0  25456 1319196 156928 2927520    0    0     0    42  344  721  1  0 99  0
 0  0  25456 1318916 156928 2927520    0    0     0    16  330  701  1  0 99  0
 0  0  25456 1319164 156928 2927520    0    0     0    14  324  684  0  0 100  0
 0  0  25456 1319164 156928 2927520    0    0     0     0  343  707  1  0 99  0
 0  0  25456 1319032 156928 2927520    0    0     0    12  393  672  0  0 99  0
 0  0  25456 1318844 156928 2927528    0    0     0     4  487  903  1  0 99  0
 0  0  25456 1318720 156928 2927528    0    0     0     0  348  722  1  0 99  0
 0  0  25456 1318564 156928 2927528    0    0     0    14  309  667  0  0 100  0
 0  0  25456 1318908 156928 2927528    0    0     0     0  385  782  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1318936 156928 2927528    0    0     0     0  335  620  0  0 99  0
 0  0  25456 1318780 156928 2927528    0    0     0    12  331  700  1  0 99  0
 0  0  25456 1318532 156928 2927528    0    0     0     0  351  725  0  0 99  0
 1  0  25456 1318532 156928 2927528    0    0     0     0  427  793  3  3 94  0
 0  0  25456 1318440 156928 2927528    0    0     0     6  352  735  1  0 99  0
 0  0  25456 1317968 156928 2927536    0    0     0     0  484  775  1  0 99  0
 0  0  25456 1318464 156928 2927536    0    0     0     0  336  709  1  0 99  0
 0  0  25456 1318308 156928 2927536    0    0     0    10  348  708  1  0 99  0
 0  0  25456 1318308 156928 2927536    0    0     0    26  322  681  0  0 100  0
 0  0  25456 1318184 156928 2927536    0    0     0     0  350  717  1  0 99  0
 0  0  25456 1316572 156928 2927544    0    0     0    12  374  721  0  1 99  0
 0  0  25456 1316060 156928 2927548    0    0     0    22  363  749  0  0 100  0
 0  0  25456 1316400 156928 2927548    0    0     0     0  334  676  0  0 100  0
 0  0  25456 1316432 156928 2927548    0    0     0    32  335  699  0  0 99  0
 0  0  25456 1316996 156928 2927548    0    0     0     0  353  738  1  0 99  0
 0  0  25456 1317044 156928 2927544    0    0     0     0  333  634  0  0 100  0
 0  0  25456 1316788 156928 2927544    0    0     0    22  329  696  0  0 100  0
 0  0  25456 1316788 156928 2927544    0    0     0     0  328  692  1  0 99  0
 1  0  25456 1317648 156928 2927544    0    0     0     0  341  711  1  0 99  0
 0  0  25456 1317656 156928 2927544    0    0     0     6  487  818  4  3 93  0
 0  0  25456 1317688 156928 2927548    0    0     0     0  398  704  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1317688 156928 2927548    0    0     0    12  315  675  1  0 99  0
 0  0  25456 1317440 156928 2927548    0    0     0    14  329  679  1  0 99  0
 0  0  25456 1317160 156928 2927548    0    0     0     0  351  746  0  0 99  0
 0  0  25456 1317160 156928 2927548    0    0     0     0  326  633  0  0 100  0
 0  0  25456 1317004 156928 2927548    0    0     0     8  349  709  0  0 100  0
 0  0  25456 1317408 156928 2927548    0    0     0    40  391  777  1  0 99  0
 0  0  25456 1317308 156928 2927548    0    0     0     0  369  722  1  0 99  0
 0  0  25456 1317276 156928 2927552    0    0     0    22  459  859  1  0 99  0
 0  0  25456 1317256 156928 2927560    0    0     0     0  331  633  1  0 99  0
 0  0  25456 1317132 156928 2927560    0    0     0     0  378  763  0  0 99  0
 0  0  25456 1317008 156928 2927564    0    0     0    26  390  777  0  1 99  0
 0  0  25456 1317628 156928 2927564    0    0     0     0  364  751  1  0 99  0
 0  0  25456 1317596 156928 2927564    0    0     0     2  336  721  1  0 99  0
 0  0  25456 1317472 156928 2927564    0    0     0     8  477  720  3  4 93  0
 0  0  25456 1317148 156928 2927568    0    0     0     0  467  835  1  0 99  0
 0  0  25456 1317148 156928 2927572    0    0     0     0  330  719  0  0 99  0
 0  0  25456 1316900 156928 2927572    0    0     0    10  492  868  1  0 99  0
 0  0  25456 1317148 156928 2927576    0    0     0     0  307  666  0  0 100  0
 0  0  25456 1317108 156928 2927576    0    0     0     0  333  651  0  0 99  0
 0  0  25456 1315480 156928 2927580    0    0     0    10  391  788  1  0 99  0
 0  0  25456 1315232 156928 2927584    0    0     0     0  370  733  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1315108 156928 2927584    0    0     0     0  398  757  1  0 99  0
 0  0  25456 1314952 156928 2927600    0    0     0    60  449  817  1  0 99  0
 0  0  25456 1315656 156928 2927600    0    0     0     0  380  755  0  0 99  0
 0  0  25456 1316712 156928 2927596    0    0     0     0  434  856  0  0 99  0
 0  0  25456 1316556 156928 2927596    0    0     0    36  343  721  0  0 99  0
 0  0  25456 1316556 156928 2927596    0    0     0     0  361  711  1  0 99  0
 0  0  25456 1316556 156928 2927596    0    0     0    32  335  717  0  0 99  0
 0  0  25456 1316308 156928 2927596    0    0     0     0  429  705  4  3 94  0
 0  0  25456 1316152 156928 2927600    0    0     0     0  414  808  1  0 99  0
 0  0  25456 1316648 156928 2927600    0    0     0    36  333  717  0  0 99  0
 0  0  25456 1316648 156928 2927600    0    0     0     0  357  727  1  0 99  0
 0  0  25456 1316492 156928 2927600    0    0     0     0  319  673  0  0 99  0
 0  0  25456 1316368 156928 2927600    0    0     0     8  312  608  0  0 99  0
 0  0  25456 1316120 156928 2927600    0    0     0     0  354  724  0  0 99  0
 0  0  25456 1315872 156928 2927600    0    0     0     4  361  738  1  0 99  0
 0  0  25456 1316216 156928 2927600    0    0     0     8  336  690  0  0 100  0
 0  0  25456 1316244 156928 2927600    0    0     0     0  316  690  1  0 99  0
 0  0  25456 1316292 156928 2927604    0    0     0     0  458  808  1  0 99  0
 0  0  25456 1316044 156928 2927604    0    0     0     8  339  683  0  0 99  0
 2  0  25456 1315920 156928 2927604    0    0     0    40  349  725  0  0 99  0
 0  0  25456 1315764 156928 2927604    0    0     0     0  343  705  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25456 1315984 156928 2927604    0    0     0    22  352  760  0  0 99  0
 0  0  25456 1316028 156928 2927604    0    0     0     0  461  693  4  3 93  0
 0  0  25456 1316028 156928 2927616    0    0     0     0  656 1069  2  1 98  0
 0  0  25456 1315936 156928 2927628    0    0     0    14  342  731  1  0 99  0
 0  0  25456 1315968 156928 2927628    0    0     0     0  394  786  1  0 99  0
 1  0  25456 1315876 156928 2927628    0    0     0     2  324  652  0  0 99  0
 0  0  25456 1315720 156928 2927628    0    0     0     8  340  689  0  0 100  0
 0  0  25456 1314480 156928 2927632    0    0     0     0  407  834  1  0 99  0
 0  0  25456 1314216 156928 2927636    0    0     0     0  362  725  1  0 99  0
 0  0  25456 1314216 156928 2927636    0    0     0    24  356  720  1  0 99  0
 0  0  25456 1314092 156928 2927636    0    0     0    14  307  618  0  0 100  0
 0  0  25456 1314360 156928 2927636    0    0     0     0  340  738  0  0 99  0
 0  0  25456 1314364 156928 2927632    0    0     0    24  350  755  1  0 99  0
 0  0  25456 1314364 156928 2927632    0    0     0     0  372  771  1  0 99  0
 0  0  25456 1315192 156928 2927636    0    0     0     0  382  804  1  0 99  0
 0  0  25456 1315200 156928 2927636    0    0     0    64  320  620  0  0 100  0
 1  0  25456 1314952 156928 2927636    0    0     0     0  394  785  1  1 98  0
 0  0  25456 1314828 156928 2927640    0    0     0     0  546  868  3  3 94  0
 0  0  25456 1314836 156928 2927640    0    0     0    34  327  681  1  0 99  0
 0  0  25456 1314836 156928 2927640    0    0     0     0  353  724  1  0 99  0
 0  0  25456 1314712 156928 2927644    0    0     0    18  301  588  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1315176 156928 2927644    0    0     0     0  329  720  1  0 99  0
 0  0  25456 1315052 156928 2927644    0    0     0     0  352  684  1  0 99  0
 0  0  25456 1315116 156928 2927644    0    0     0    20  365  737  1  0 99  0
 1  0  25456 1315116 156928 2927644    0    0     0     0  363  746  0  0 100  0
 0  0  25456 1314960 156928 2927644    0    0     0     0  285  569  0  0 100  0
 0  0  25456 1314836 156928 2927644    0    0     0     6  352  732  1  0 99  0
 0  0  25456 1315336 156928 2927644    0    0     0     0  477  902  1  0 99  0
 0  0  25456 1315304 156928 2927644    0    0     0     0  348  726  1  0 99  0
 0  0  25456 1315180 156928 2927644    0    0     0    10  352  717  1  0 99  0
 0  0  25456 1315056 156928 2927644    0    0     0     2  327  651  0  0 100  0
 0  0  25456 1314776 156928 2927648    0    0     0     0  418  804  1  0 99  0
 0  0  25456 1314552 156928 2927672    0    0     0    24  777 1168  4  4 91  0
 0  0  25456 1314924 156928 2927672    0    0     0    32  405  830  1  0 99  0
 0  0  25456 1314800 156928 2927676    0    0     0     0  342  688  0  0 100  0
 0  0  25456 1314644 156928 2927676    0    0     0    26  302  596  0  0 100  0
 1  0  25456 1314520 156928 2927676    0    0     0     0  356  759  1  0 99  0
 0  0  25456 1312560 156928 2927680    0    0     0     0  430  877  1  0 99  0
 2  0  25456 1312520 156928 2927684    0    0     0    30  381  752  1  0 99  0
 0  0  25456 1312864 156928 2927684    0    0     0     0  362  740  1  0 99  0
 0  0  25456 1312892 156928 2927684    0    0     0     2  307  605  0  0 100  0
 0  0  25456 1313784 156928 2927684    0    0     0     8  345  744  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  25456 1313816 156928 2927680    0    0     0     0  357  731  0  0 100  0
 0  0  25456 1313660 156928 2927680    0    0     0     0  336  710  1  0 99  0
 0  0  25456 1313412 156928 2927680    0    0     0    18  335  691  1  0 99  0
 0  0  25456 1313420 156928 2927680    0    0     0     0  321  626  1  0 99  0
 0  0  25456 1314196 156928 2927680    0    0     0     0  357  752  1  0 99  0
 1  0  25456 1314040 156928 2927684    0    0     0     8  520  868  3  4 93  0
 0  0  25456 1314040 156928 2927684    0    0     0    24  337  721  1  0 99  0
 0  0  25456 1313884 156928 2927684    0    0     0     0  352  705  0  0 99  0
 0  0  25456 1313884 156928 2927684    0    0     0    62  308  593  1  0 99  0
 0  0  25456 1313884 156928 2927684    0    0     0     0  331  712  0  0 99  0
 0  0  25456 1314372 156928 2927684    0    0     0     0  477  869  1  0 99  0
 0  0  25456 1314372 156928 2927684    0    0     0    28  377  801  1  0 99  0
 0  0  25456 1314248 156928 2927684    0    0     0     0  311  599  0  0 100  0
 0  0  25456 1314092 156928 2927684    0    0     0     0  318  680  1  0 99  0
 0  0  25456 1313844 156928 2927684    0    0     0    10  361  756  1  0 99  0
 0  0  25456 1313720 156928 2927684    0    0     0     0  361  725  1  0 99  0
 0  0  25456 1313752 156928 2927684    0    0     0     2  355  735  0  0 99  0
 0  0  25456 1313596 156928 2927684    0    0     0     6  308  576  0  0 100  0
 0  0  25456 1314092 156928 2927684    0    0     0     0  351  745  1  0 99  0
 0  0  25456 1313968 156928 2927684    0    0     0     0  331  689  0  0 100  0
 0  0  25456 1313804 156928 2927688    0    0     0    12  646  953  4  4 93  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
