procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 194596 21235584 348032 69519648    0    0     0    85    0    0  2  1 98  0
 1  0 194596 21237144 348032 69519544    0    0     0     0 5148 11580  1  0 99  0
 0  0 194596 21233080 348032 69519552    0    0     0  4482 6688 12703  1  1 98  0
 0  0 194596 21234928 348032 69519696    0    0     0    32 6020 13573  1  1 98  0
 1  0 194596 21234892 348032 69519712    0    0     0    14 5328 12073  1  0 99  0
 2  0 194596 21232624 348032 69519720    0    0     0   464 5679 13104  1  1 98  0
 0  0 194596 21235840 348032 69519728    0    0     0     0 5672 12430  1  1 99  0
 0  0 194596 21223004 348032 69519744    0    0     0  8774 8411 12138  1  1 98  0
 0  0 194596 21232416 348032 69519744    0    0     0   412 5869 14760  1  1 97  0
 3  0 194596 21234164 348032 69519768    0    0     0  6094 6493 12554  1  0 98  0
 1  0 194596 21236424 348032 69519792    0    0     0   998 5606 12933  1  1 98  0
 1  0 194596 21235608 348032 69519792    0    0     0    64 5849 13083  1  1 98  0
 0  0 194596 21236172 348032 69519808    0    0     0     2 5352 12633  1  1 98  0
 1  0 194596 21233176 348032 69519824    0    0     0   404 5533 13365  1  1 98  0
 0  0 194596 21234256 348032 69519848    0    0     0 11764 9317 12233  1  1 98  0
 0  0 194596 21233764 348032 69519880    0    0     0   968 5364 12550  1  1 98  0
 0  0 194596 21231700 348032 69519896    0    0     0   402 5291 12279  1  1 98  0
 1  0 194596 21232908 348032 69519912    0    0     0     2 5180 11654  1  0 99  0
 0  0 194596 21229096 348032 69519912    0    0     0    54 5519 12946  1  1 98  0
 4  0 194596 21231760 348032 69519912    0    0     0    14 5315 12797  1  1 98  0
 0  0 194596 21233632 348032 69519936    0    0     0     8 5515 12807  1  1 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 194596 21231924 348032 69519936    0    0     0   440 5418 12374  1  1 99  0
 1  0 194596 21233548 348032 69519936    0    0     0 10378 8735 12117  1  1 98  0
 1  0 194596 21220532 348032 69519968    0    0     0   924 5429 12322  1  1 98  0
 0  0 194596 21234284 348032 69520048    0    0     0  5046 6751 14009  1  1 98  0
 3  0 194596 21234476 348032 69520072    0    0     0     8 5307 11635  1  0 99  0
 0  0 194596 21232252 348032 69520088    0    0     0   426 5311 12105  1  0 99  0
 1  0 194596 21237540 348032 69520144    0    0     0    44 62333 14179  3  1 96  0
 0  0 194596 21237824 348032 69520160    0    0     0     8 5348 12151  1  1 99  0
 1  0 194596 21233640 348032 69520192    0    0     0 13998 10497 14100  1  1 97  0
 1  0 194596 21233764 348032 69520208    0    0     0     8 5393 12446  1  1 98  0
 0  0 194596 21233092 348032 69520224    0    0     0   988 5062 11581  1  1 99  0
 0  0 194596 21234228 348032 69520224    0    0     0   376 5604 12549  1  1 98  0
 3  0 194596 21234692 348032 69520264    0    0     0   112 5473 12534  1  0 99  0
 3  0 194596 21230368 348032 69520288    0    0     0    48 5666 12902  1  1 98  0
 3  0 194596 21232448 348032 69520304    0    0     0     8 5361 12480  1  1 98  0
 0  0 194596 21235164 348032 69520304    0    0     0     0 5409 11923  1  0 99  0
 1  0 194596 21234468 348032 69520320    0    0     0 10300 9026 13022  1  1 98  0
 0  0 194596 21236344 348032 69520320    0    0     0     8 5379 12973  1  1 98  0
 0  0 194596 21220788 348032 69520336    0    0     0  1048 5692 12740  1  1 98  0
 1  0 194596 21235288 348032 69520488    0    0     0  5982 7432 15299  1  1 97  0
 1  0 194596 21236124 348032 69520472    0    0     0     0 5146 13008  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 194596 21234796 348032 69520504    0    0     0   160 5655 13625  1  1 98  0
 0  0 194596 21238484 348032 69520512    0    0     0     8 24392 12511  1  1 98  0
 0  0 194596 21237456 348032 69520528    0    0     0    14 5361 11852  1  0 99  0
 2  0 194596 21234060 348032 69520560    0    0     0   418 5564 13952  1  1 97  0
 0  0 194596 21232932 348032 69520592    0    0     0     0 5336 11555  1  0 99  0
 1  0 194596 21231212 348032 69520624    0    0     0 10402 7321 12336  1  1 98  0
 0  0 194596 21232896 348032 69520640    0    0     0    86 5510 12647  1  1 99  0
 3  0 194596 21233536 348032 69520648    0    0     0    14 5163 11810  1  0 99  0
 0  0 194596 21230868 348032 69520656    0    0     0  6544 7579 14694  1  1 96  2
 0  0 194596 21232908 348032 69520664    0    0     0     0 5284 11729  1  0 99  0
 0  0 194596 21233244 348032 69520672    0    0     0     2 5089 11937  1  0 99  0
 1  0 194596 21232412 348032 69520688    0    0     0  1284 5755 13566  1  1 98  0
 0  0 194596 21233868 348032 69520792    0    0     0    14 5518 12535  1  1 98  0
 0  0 194596 21218004 348032 69520808    0    0     0 15892 8983 12213  1  1 98  0
 0  0 194596 21231852 348032 69520816    0    0     0     0 5473 12813  1  1 98  0
 2  0 194596 21233668 348032 69520880    0    0     0    68 5361 13722  1  1 98  0
 0  0 194596 21232636 348032 69520888    0    0     0   406 5743 13281  1  1 98  0
 0  0 194596 21234648 348032 69520936    0    0     0    56 5926 12261  1  1 98  0
 1  0 194596 21234260 348032 69520960    0    0     0   910 5328 12463  1  1 98  0
 3  0 194596 21232096 348032 69520968    0    0     0     0 5410 13149  1  1 98  0
 0  0 194596 21232772 348032 69520976    0    0     0 14112 10129 12589  1  1 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 194596 21230260 348032 69521000    0    0     0   490 5567 13041  1  1 98  0
 2  0 194596 21233204 348032 69521008    0    0     0    78 5354 12242  1  1 99  0
 0  0 194596 21233108 348032 69521024    0    0     0     8 5467 12478  1  1 98  0
 0  0 194596 21232292 348032 69521024    0    0     0   406 11372 13540  1  1 98  0
 1  0 194596 21232208 348032 69521056    0    0     0     2 5275 12077  1  0 99  0
 3  0 194596 21231572 348032 69521072    0    0     0   902 11799 13566  1  1 98  0
 0  0 194596 21233656 348032 69521088    0    0     0    50 6083 13252  1  1 98  0
 0  0 194596 21233752 348032 69521120    0    0     0 13642 9523 13523  1  1 98  0
 0  0 194596 21216124 348032 69521120    0    0     0   454 5569 13441  1  1 98  0
 1  0 194596 21231632 348032 69521128    0    0     0  2160 5918 13091  1  1 98  0
 3  0 194596 21231940 348032 69521128    0    0     0   404 5653 12180  1  0 99  0
 0  0 194596 21234060 348032 69521296    0    0     0    54 7544 12953  1  1 98  0
 2  0 194596 21232676 348032 69521344    0    0     0     8 5381 11606  1  0 98  0
 0  0 194596 21229964 348032 69521360    0    0     0   918 6055 12835  1  1 98  0
 0  0 194596 21229120 348032 69521376    0    0     0  4160 6810 13019  1  1 98  0
 0  0 194596 21229924 348032 69521392    0    0     0     8 5622 12784  1  0 99  0
 2  0 194596 21228800 348032 69521400    0    0     0   508 5532 12552  1  1 99  0
 0  0 194596 21233292 348032 69521408    0    0     0 19526 10591 13640  1  1 97  1
 0  0 194596 21232376 348032 69521424    0    0     0   458 5600 11645  1  0 99  0
 0  0 194596 21229784 348032 69521440    0    0     0     2 6332 13592  1  1 98  0
 0  0 194596 21231208 348032 69521456    0    0     0     8 6214 13980  1  1 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 194596 21231308 348032 69521520    0    0     0  1010 6134 12886  1  1 98  0
 0  0 194596 21231744 348032 69521536    0    0     0    66 5705 12349  1  0 99  0
 1  0 194596 21184684 348032 69554768    0    0     0     0 5669 12650  2  1 98  0
 0  0 194596 21217396 348032 69521624    0    0     0 19082 7300 15333  1  2 97  0
 1  0 194596 21232152 348032 69521600    0    0     0     8 6131 12877  1  1 98  0
 0  0 194596 21231668 348032 69521664    0    0     0   470 7589 12676  1  0 98  0
 0  0 194596 21233060 348032 69521680    0    0     0    74 5773 12254  1  1 98  0
 1  0 194596 21233812 348032 69521696    0    0     0     0 5368 12198  1  1 98  0
 0  0 194596 21229932 348032 69521720    0    0     0  1018 5950 12853  1  1 98  0
 2  0 194596 21233276 348032 69521760    0    0     0   252 6755 13246  1  1 98  0
 1  0 194596 21232656 348032 69521760    0    0     0   116 5538 12861  1  0 99  0
 1  0 194596 21231920 348032 69521768    0    0     0  5426 7255 13154  1  1 97  0
 0  0 194596 21232260 348032 69521776    0    0     0     0 5340 12657  1  0 99  0
 1  0 194596 21231216 348032 69521792    0    0     0    44 5691 12180  1  1 99  0
 0  0 194596 21232028 348032 69521808    0    0     0 11064 9897 14157  1  1 97  0
 3  0 194596 21232252 348032 69521848    0    0     0    14 5846 12774  1  1 98  0
 1  0 194596 21233260 348032 69521880    0    0     0  1082 6363 14308  1  1 98  0
 0  0 194596 21232932 348032 69521888    0    0     0     0 5433 11746  1  0 99  0
 0  0 194596 21232112 348032 69521888    0    0     0    64 5591 12246  1  1 98  0
 0  0 194596 21230528 348032 69521888    0    0     0 15690 9473 13606  1  1 98  0
 0  0 194596 21232524 348032 69521904    0    0     0    14 6263 12351  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
