procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 80963104 324984 30710976    0    0     0    32    0    0  1  0 99  0
 0  0      0 80962576 324988 30710912    0    0     0   520 6828 22431  2  1 97  0
 1  0      0 80961776 324988 30710916    0    0     0    80 6174 12867  0  0 99  0
 0  0      0 80962224 324988 30710916    0    0     0  3656 6157 12680  0  0 99  0
 0  0      0 80962032 324988 30710948    0    0     0   158 6579 14305  1  0 99  0
 1  0      0 80963024 324988 30710908    0    0     0    66 6143 12632  0  0 99  0
 0  0      0 80963328 324988 30710908    0    0     0    64 6280 12832  0  0 99  0
 1  0      0 80962936 324988 30710908    0    0     0    62 6136 12861  0  0 99  0
 0  0      0 80962208 324988 30710908    0    0     0  3660 6258 12633  0  0 99  0
 1  0      0 80961584 324988 30710908    0    0     0    42 6141 13052  1  0 99  0
 3  0      0 80961960 324988 30710912    0    0     0     0 6097 12463  0  0 100  0
 1  0      0 80962576 324988 30710916    0    0     0   260 6385 15971  1  0 98  0
 2  0      0 80961296 324988 30710884    0    0     0     0 6380 13636  1  0 99  0
 0  0      0 80960880 324988 30710924    0    0     0  3574 6203 12719  0  0 99  0
 0  0      0 80960752 324988 30710932    0    0     0     6 6058 12615  0  0 99  0
 1  0      0 80961712 324988 30710932    0    0     0    74 6113 13237  0  0 99  0
 1  0      0 80964072 324988 30709460    0    0     0     0 6084 12660  0  0 99  0
 0  0      0 80961808 324988 30709464    0    0     0     0 6158 12886  0  0 99  0
 1  0      0 80962840 324988 30709464    0    0     0  3642 6246 13511  0  0 99  0
 0  0      0 80960600 324988 30709496    0    0     0     6 6309 13604  1  0 99  0
 1  0      0 80961760 324988 30709464    0    0     0     0 6106 12648  0  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 80960464 324988 30710944    0    0     0    56 6911 12962  1  0 99  0
 2  0      0 80962432 324988 30710976    0    0     0    18 7030 18400  1  1 98  0
 0  0      0 80962272 324988 30710944    0    0     0  3700 6634 15146  1  1 99  0
 0  0      0 80962280 324988 30710944    0    0     0     6 6143 12660  0  0 99  0
 1  0      0 80962768 324988 30710944    0    0     0     0 6074 12508  0  0 99  0
 0  0      0 80963392 324988 30710948    0    0     0    30 6090 12594  0  0 99  0
 1  0      0 80962096 324988 30710912    0    0     0     0 6367 13300  1  0 99  0
 0  0      0 80962016 324988 30710948    0    0     0  1324 6241 12961  0  0 99  0
 1  0      0 80962232 324988 30710948    0    0     0     6 6095 12609  0  0 99  0
 0  0      0 80962608 324988 30710948    0    0     0     0 6061 12526  0  0 100  0
 0  0      0 80962240 324988 30710968    0    0     0   746 6953 22392  2  1 97  0
 1  0      0 80962736 324988 30710968    0    0     0   112 6091 12565  0  0 99  0
 0  0      0 80962032 324988 30710972    0    0     0  3712 6272 12900  0  0 99  0
 1  0      0 80961808 324988 30710968    0    0     0   178 6620 14367  1  0 99  0
 1  0      0 80961984 324988 30710968    0    0     0    82 6110 12593  0  0 99  0
 1  0      0 80962112 324988 30710968    0    0     0    64 6100 12662  0  0 99  0
 0  0      0 80962784 324988 30710968    0    0     0    78 6081 12562  0  0 100  0
 2  0      0 80962912 324988 30710972    0    0     0    82 6124 12614  0  0 99  0
 0  0      0 80962208 324988 30710976    0    0     0  3616 6266 13369  0  0 99  0
 0  0      0 80962672 324988 30710976    0    0     0     0 6516 12734  1  0 99  0
 1  0      0 80962912 324988 30710976    0    0     0   188 6349 15857  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 80963240 324988 30710976    0    0     0    94 6367 13690  1  0 99  0
 1  0      0 80963984 324988 30710984    0    0     0     0 6223 12664  0  0 99  0
 0  0      0 80963120 324988 30710996    0    0     0  3584 6222 13073  0  0 99  0
 1  0      0 80963696 324988 30710996    0    0     0    76 6098 13230  1  0 99  0
 0  0      0 80964384 324988 30711000    0    0     0     0 6077 12653  0  0 99  0
 0  0      0 80964144 324988 30711000    0    0     0     0 6141 12802  0  0 99  0
 0  0      0 80964272 324988 30711004    0    0     0    80 6139 13418  1  0 99  0
 0  0      0 80962224 324988 30711008    0    0     0  3580 6505 13990  1  0 99  0
 1  0      0 80963104 324988 30711008    0    0     0     0 6243 12671  1  0 99  0
 1  0      0 80964512 324988 30711008    0    0     0    48 6209 12676  0  0 99  0
 3  0      0 80964496 324988 30711008    0    0     0    18 7049 15778  1  1 98  0
 0  0      0 80964352 324988 30711008    0    0     0   204 6225 14380  1  0 99  0
 0  0      0 80963264 324988 30711016    0    0     0  3580 6308 13085  1  0 99  0
 0  0      0 80963936 324988 30711016    0    0     0     0 6060 12481  0  0 100  0
 0  0      0 80964416 324988 30711016    0    0     0    46 6081 12606  0  0 100  0
 1  0      0 80964176 324988 30711016    0    0     0     4 6369 13439  1  1 99  0
 1  0      0 80964392 324988 30710992    0    0     0     0 6100 12589  0  0 99  0
 1  0      0 80965552 324988 30711024    0    0     0  1158 6351 12901  1  0 99  0
 0  0      0 80965184 324988 30711024    0    0     0     0 6242 12755  0  0 99  0
 1  0      0 80964352 324988 30711036    0    0     0   944 6926 22322  2  1 97  0
 1  0      0 80964608 324988 30711036    0    0     0    82 6055 12480  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 80964976 324988 30711036    0    0     0   118 6059 12506  0  0 100  0
 2  0      0 80963888 324988 30711036    0    0     0  3706 6648 14459  1  0 99  0
 3  0      0 80963728 324988 30711032    0    0     0   130 6162 12912  0  0 99  0
 1  0      0 80964472 324988 30711032    0    0     0    64 6119 12677  0  0 99  0
 0  0      0 80964096 324988 30711032    0    0     0    72 6088 12577  0  0 99  0
 1  0      0 80964496 324988 30711032    0    0     0    84 6055 12462  0  0 99  0
 0  0      0 80963936 324988 30711032    0    0     0  3662 10666 13262  1  0 99  0
