procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 595124 7968228 1785868 43690908    0    0     2     3    0    0  1  0 99  0
 3  0 595124 7968260 1785868 43690808    0    0     0     6 7523 15793  0  0 99  0
 0  0 595124 7968356 1785868 43690812    0    0     0     2 8510 16102  1  0 99  0
 0  0 595124 7968200 1785868 43690812    0    0     0    58 7540 15752  1  0 99  0
 0  0 595124 7968396 1785868 43690812    0    0     0     0 7632 15997  0  0 99  0
 0  0 595124 7968704 1785868 43690812    0    0     0    34 7557 15883  1  0 99  0
 0  0 595124 7968644 1785868 43690812    0    0     0     6 7508 15848  0  0 99  0
 0  0 595124 7968280 1785868 43690836    0    0     8    54 7594 15934  0  0 99  0
 1  0 595124 7968500 1785868 43690844    0    0     4     4 7566 15727  1  0 99  0
 0  0 595124 7968780 1785868 43690848    0    0     0    48 7535 15743  1  0 99  0
 0  0 595124 7968860 1785868 43690852    0    0     0     0 7487 15784  0  0 99  0
 0  0 595124 7968392 1785868 43690852    0    0     0     6 7712 16047  1  0 99  0
 0  0 595124 7968268 1785868 43690860    0    0     4    50 7545 15829  1  0 99  0
 1  0 595124 7967076 1785868 43690876    0    0     4     4 7574 15821  0  1 99  0
 1  0 595124 7966464 1785868 43690896    0    0     8     0 7704 16067  1  0 99  0
 1  0 595124 7966860 1785868 43690908    0    0     0    70 7508 15798  0  1 99  0
 0  0 595124 7967228 1785868 43690920    0    0     4     6 7853 15774  1  1 99  0
 0  0 595124 7966696 1785868 43690920    0    0     0    58 7771 16364  1  0 99  0
 0  0 595124 7966820 1785868 43690920    0    0     0     4 7504 15744  0  0 99  0
 1  0 595124 7967076 1785868 43690932    0    0     6     0 7657 15948  1  0 99  0
 0  0 595124 7967368 1785868 43690948    0    0     6    44 7596 15881  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 595124 7967392 1785868 43690956    0    0     0     6 7532 15868  0  0 99  0
 2  0 595124 7967360 1785868 43690956    0    0     0     2 7660 16060  1  0 99  0
 0  0 595124 7965988 1785868 43690980    0    0     0    64 9340 15958  1  0 99  0
 0  0 595124 7965004 1785868 43690984    0    0     0     0 7481 15683  0  0 100  0
 0  0 595124 7965280 1785868 43690984    0    0     0    38 7424 15613  1  0 99  0
 1  0 595124 7965488 1785868 43690984    0    0     0     6 7723 15998  1  0 99  0
 0  0 595124 7965564 1785868 43690984    0    0     0     2 7514 15707  0  0 99  0
 0  0 595124 7965244 1785868 43690984    0    0     0    56 7510 15758  1  0 99  0
 1  0 595124 7960984 1785868 43693400    0    0     0     0 11466 17492  3  1 96  0
 0  0 595124 7961244 1785868 43694324    0    0     0    86 7537 15933  1  0 99  0
 0  0 595124 7961676 1785868 43694340    0    0     0     8 7492 15769  1  0 99  0
 0  0 595124 7962296 1785868 43694340    0    0     0     2 7845 15994  1  1 99  0
 1  0 595124 7962688 1785868 43694348    0    0     4    60 7434 15679  1  0 99  0
 0  0 595124 7962712 1785868 43694356    0    0     4     0 7565 16032  1  0 99  0
 0  0 595124 7963068 1785868 43694364    0    0     0    38 7383 15748  0  0 99  0
 1  0 595124 7963376 1785868 43694388    0    0     8     6 7473 15935  1  1 99  0
 0  0 595124 7963500 1785868 43694396    0    0     4    54 7795 15772  1  1 99  0
 0  0 595124 7963920 1785868 43694396    0    0     0     4 7482 15877  0  0 99  0
 0  0 595124 7964176 1785868 43694396    0    0     0    50 7446 15763  1  0 99  0
 2  0 595124 7964072 1785868 43694408    0    0     4     0 7442 15735  1  0 99  0
 2  0 595124 7963364 1785868 43694412    0    0     0     6 7963 16130  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 595124 7963488 1785868 43694424    0    0     4    50 7478 15710  1  0 99  0
 4  0 595124 7963968 1785868 43694432    0    0     4     4 7505 15825  0  0 99  0
 0  0 595124 7956712 1785868 43697464    0    0     0  4494 8016 17058  2  1 98  0
 1  0 595124 7956232 1785868 43698204    0    0     0     0 7440 15793  1  0 99  0
 0  0 595124 7956808 1785868 43698212    0    0     4     6 7492 15825  0  0 99  0
 1  0 595124 7956944 1785868 43698220    0    0     4    82 9394 16331  1  1 98  0
 1  0 595124 7956588 1785868 43698240    0    0     4     4 7370 15690  1  0 99  0
 0  0 595124 7956872 1785868 43698248    0    0     0    52 7490 15796  0  0 99  0
 1  0 595124 7957212 1785868 43698248    0    0     0     0 7499 15801  1  0 99  0
 0  0 595124 7957340 1785868 43698248    0    0     0     6 7477 15897  1  1 99  0
 0  0 595124 7957544 1785868 43698260    0    0     4    46 7567 15926  1  1 99  0
 3  0 595124 7957980 1785868 43698284    0    0     4     4 7592 15819  1  0 99  0
 2  0 595124 7958520 1785868 43698284    0    0     0     0 7530 15877  1  0 99  0
 0  0 595124 7958364 1785868 43698284    0    0     0    52 7464 15704  0  0 99  0
 0  0 595124 7957812 1785868 43698296    0    0     4     6 7756 16297  1  0 99  0
 1  0 595124 7957944 1785868 43698300    0    0     0    58 7469 15750  1  0 99  0
 0  0 595124 7958124 1785868 43698308    0    0     4     4 7507 15926  0  0 99  0
 1  0 595124 7957676 1785868 43698332    0    0    12     0 7628 16047  1  0 99  0
 0  0 595124 7957772 1785868 43698344    0    0     4    50 7505 15854  0  0 99  0
 1  0 595124 7957596 1785868 43698344    0    0     0    10 7620 16178  1  0 99  0
 0  0 595124 7957056 1785868 43698368    0    0     0     4 7600 16052  1  0 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 595124 7957592 1785868 43698372    0    0     0    76 7494 15932  0  0 99  0
 0  0 595124 7957744 1785868 43698384    0    0     8     0 7662 16127  1  0 99  0
 1  0 595124 7957972 1785868 43698388    0    0     4    44 7516 15822  1  0 99  0
 0  0 595124 7957876 1785868 43698396    0    0     0     6 7492 16080  0  0 99  0
 0  0 595124 7957504 1785868 43698400    0    0     0    48 7487 15859  1  0 99  0
 1  0 595124 7957576 1785868 43698400    0    0     0     4 7524 15846  1  0 99  0
 0  0 595124 7957948 1785868 43698400    0    0     0    44 7420 15765  0  0 99  0
 0  0 595124 7958256 1785868 43698408    0    0     4     0 7398 15613  0  0 99  0
 2  0 595124 7957768 1785868 43698416    0    0     0     6 7880 16205  1  0 99  0
 2  0 595124 7957608 1785868 43698424    0    0     4    54 7520 15822  0  0 99  0
 0  0 595124 7957872 1785868 43698428    0    0     0     4 7501 15780  1  0 99  0
 0  0 595124 7956480 1785868 43698444    0    0     0     0 7619 16120  0  0 99  0
 0  0 595124 7956852 1785868 43698448    0    0     4    58 7460 15757  1  0 99  0
 0  0 595124 7957100 1785868 43698464    0    0     4     6 7517 15925  1  0 99  0
 0  0 595124 7957460 1785868 43698472    0    0     0    62 7625 16463  1  0 98  0
 0  0 595124 7957824 1785868 43698484    0    0     8     4 7455 15774  0  0 99  0
 2  0 595124 7957816 1785868 43698484    0    0     0     0 7647 16011  1  0 99  0
 0  0 595124 7957832 1785868 43698488    0    0     0    44 7568 15846  0  0 99  0
 1  0 595124 7957916 1785868 43698492    0    0     0     6 7555 16048  1  0 99  0
 0  0 595124 7957476 1785868 43698492    0    0     0     2 7643 16136  1  0 99  0
 1  0 595124 7957568 1785868 43698512    0    0     0    58 7511 15899  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 595124 7957384 1785868 43699116    0    0   432     0 7586 16009  1  0 99  0
 1  0 595124 7957328 1785868 43699380    0    0     0    46 7540 15801  1  0 99  0
 2  0 595124 7957196 1785868 43699384    0    0     0     6 7820 16221  1  0 99  0
 0  0 595124 7957188 1785868 43699388    0    0     0     2 7645 16040  1  0 99  0
 0  0 595124 7957340 1785868 43699392    0    0     0    56 7577 15844  0  0 99  0
 0  0 595124 7957324 1785868 43699392    0    0     0     0 7631 16009  1  0 99  0
 0  1 595124 7957716 1785868 43699404    0    0     4    38 7554 15830  1  1 99  0
 0  0 595124 7957252 1785868 43699412    0    0     0     6 7556 15826  0  0 99  0
